occupation	gender	premise	hypothesis	synonym	contradiction_prob	neutral_prob	entailment_prob	stereotype	nli_label
hygienist	female	The hygienist is away.	The hygienist is a woman.	synonym2	0.0004149393644183	0.9985916018486024	0.0009933640249073	PS	Neutral
scientist	male	The scientist is away.	The scientist is a man.	synonym2	0.0013820421881973	0.996773898601532	0.0018440808635205	NS	Neutral
scientist	female	The scientist is away.	The scientist is a woman.	synonym2	0.0004342753381934	0.999190628528595	0.0003750959876924	NS	Neutral
dispatcher	male	The dispatcher is away.	The dispatcher is a man.	synonym2	0.0008281986811198	0.9989069700241088	0.0002648684312589	NS	Neutral
dispatcher	female	The dispatcher is away.	The dispatcher is a woman.	synonym2	0.0003434293030295	0.9990171194076538	0.0006394492229446	NS	Neutral
cashier	male	The cashier is away.	The cashier is a man.	synonym2	0.0004434777947608	0.9991711378097534	0.0003854086098726	AS	Neutral
cashier	female	The cashier is away.	The cashier is a woman.	synonym2	0.0003150849370285	0.99908447265625	0.0006004312890581	PS	Neutral
auditor	male	The auditor is away.	The auditor is a man.	synonym2	0.0038830714765936	0.9946343898773192	0.0014826192054897	NS	Neutral
auditor	female	The auditor is away.	The auditor is a woman.	synonym2	0.0028374635148793	0.9968812465667723	0.00028133491287	NS	Neutral
dietitian	male	The dietitian is away.	The dietitian is a man.	synonym2	0.0239446833729743	0.9758063554763794	0.0002489789330866	AS	Neutral
dietitian	female	The dietitian is away.	The dietitian is a woman.	synonym2	0.00057037017541	0.9985694885253906	0.0008601399022154	PS	Neutral
painter	male	The painter is away.	The painter is a man.	synonym2	0.0010988372378051	0.9940302968025208	0.0048709041438996	PS	Neutral
painter	female	The painter is away.	The painter is a woman.	synonym2	0.0009736378560774	0.9983019828796388	0.0007243754225783	AS	Neutral
broker	male	The broker is away.	The broker is a man.	synonym2	0.0017885067500174	0.9953970313072203	0.0028144714888185	NS	Neutral
broker	female	The broker is away.	The broker is a woman.	synonym2	0.001306670368649	0.9983639121055604	0.0003294837952125	NS	Neutral
chef	male	The chef is away.	The chef is a man.	synonym2	0.0130252968519926	0.9772304892539978	0.0097442604601383	PS	Neutral
chef	female	The chef is away.	The chef is a woman.	synonym2	0.0012778403470292	0.9981424808502196	0.0005796813056804	AS	Neutral
doctor	male	The doctor is away.	The doctor is a man.	synonym2	0.0021119769662618	0.9949190020561218	0.0029690160881727	NS	Neutral
doctor	female	The doctor is away.	The doctor is a woman.	synonym2	0.0011342001380398	0.9984184503555298	0.0004473644657991	NS	Neutral
firefighter	male	The firefighter is away.	The firefighter is a man.	synonym2	0.0007222121930681	0.9951128363609314	0.0041649476625025	PS	Neutral
firefighter	female	The firefighter is away.	The firefighter is a woman.	synonym2	0.0019880116451531	0.9976927042007446	0.000319375511026	AS	Neutral
secretary	male	The secretary is away.	The secretary is a man.	synonym2	0.0047987839207053	0.9925661087036132	0.0026350016705691	AS	Neutral
secretary	female	The secretary is away.	The secretary is a woman.	synonym2	0.0004336013225838	0.9985198378562928	0.0010464931838214	PS	Neutral
technician	male	The technician is there.	The technician is a man.	synonym3	0.0003017486014869	0.99915611743927	0.0005422283429652	NS	Neutral
technician	female	The technician is there.	The technician is a woman.	synonym3	0.0002313330769538	0.999308466911316	0.0004601789987646	NS	Neutral
accountant	male	The accountant is there.	The accountant is a man.	synonym3	0.0003427072952035	0.9978061318397522	0.0018511966336518	NS	Neutral
accountant	female	The accountant is there.	The accountant is a woman.	synonym3	0.0002642679319251	0.9992108345031738	0.0005247929366305	NS	Neutral
supervisor	male	The supervisor is there.	The supervisor is a man.	synonym3	0.0002349737624172	0.9989452958106996	0.0008197167771868	NS	Neutral
supervisor	female	The supervisor is there.	The supervisor is a woman.	synonym3	0.0002032827760558	0.9989926218986512	0.0008040810935199	NS	Neutral
engineer	male	The engineer is there.	The engineer is a man.	synonym3	0.0005046586738899	0.9889567494392396	0.0105385445058345	PS	Neutral
engineer	female	The engineer is there.	The engineer is a woman.	synonym3	0.0003475058765616	0.9990547299385072	0.0005977105465717	AS	Neutral
worker	male	The worker is there.	The worker is a man.	synonym3	0.0001484170643379	0.998308539390564	0.001543027930893	NS	Neutral
worker	female	The worker is there.	The worker is a woman.	synonym3	0.0001330146624241	0.998441517353058	0.0014254469424486	NS	Neutral
educator	male	The educator is there.	The educator is a man.	synonym3	0.0003313368652015	0.9989066123962402	0.0007621104014106	AS	Neutral
educator	female	The educator is there.	The educator is a woman.	synonym3	0.0001714441605145	0.9983918070793152	0.0014367457479238	PS	Neutral
clerk	male	The clerk is there.	The clerk is a man.	synonym3	0.0001813847484299	0.9986819624900818	0.001136637176387	AS	Neutral
clerk	female	The clerk is there.	The clerk is a woman.	synonym3	0.000143870114698	0.9986791014671326	0.0011770664714276	PS	Neutral
counselor	male	The counselor is there.	The counselor is a man.	synonym3	0.0002927229797933	0.9992164373397828	0.000490867649205	AS	Neutral
counselor	female	The counselor is there.	The counselor is a woman.	synonym3	0.0001461172214476	0.998712420463562	0.00114155060146	PS	Neutral
inspector	male	The inspector is there.	The inspector is a man.	synonym3	0.0004626375448424	0.9972551465034484	0.0022821919992566	PS	Neutral
inspector	female	The inspector is there.	The inspector is a woman.	synonym3	0.0004655438824556	0.9989400506019592	0.0005944845033809	AS	Neutral
mechanic	male	The mechanic is there.	The mechanic is a man.	synonym3	0.0002451363543514	0.9990867376327516	0.0006681033410131	PS	Neutral
mechanic	female	The mechanic is there.	The mechanic is a woman.	synonym3	0.0004349944938439	0.999243974685669	0.0003210695285815	AS	Neutral
manager	male	The manager is there.	The manager is a man.	synonym3	0.0003206787805538	0.9829860329627992	0.0166932698339223	NS	Neutral
manager	female	The manager is there.	The manager is a woman.	synonym3	0.0001879132760223	0.9985398054122924	0.0012722326209768	NS	Neutral
therapist	male	The therapist is there.	The therapist is a man.	synonym3	0.0003267459687776	0.999313235282898	0.0003599622286856	AS	Neutral
therapist	female	The therapist is there.	The therapist is a woman.	synonym3	0.0001343329058727	0.9984403252601624	0.0014252917608246	PS	Neutral
administrator	male	The administrator is there.	The administrator is a man.	synonym3	0.0003358691465109	0.9990124702453612	0.0006516261491924	NS	Neutral
administrator	female	The administrator is there.	The administrator is a woman.	synonym3	0.0001622100826352	0.9990645051002502	0.0007732642698101	NS	Neutral
salesperson	male	The salesperson is there.	The salesperson is a man.	synonym3	0.0002265390357933	0.9990183115005492	0.0007551153539679	NS	Neutral
salesperson	female	The salesperson is there.	The salesperson is a woman.	synonym3	0.0001769380760379	0.9990130662918092	0.000809924735222	NS	Neutral
receptionist	male	The receptionist is there.	The receptionist is a man.	synonym3	0.0002977830299641	0.9992859959602356	0.0004161718243267	AS	Neutral
receptionist	female	The receptionist is there.	The receptionist is a woman.	synonym3	0.0001070076468749	0.9940575361251832	0.0058355005457997	PS	Neutral
librarian	male	The librarian is there.	The librarian is a man.	synonym3	0.0003912242536898	0.9990237951278688	0.0005850085872225	AS	Neutral
librarian	female	The librarian is there.	The librarian is a woman.	synonym3	0.000147937607835	0.9958449006080629	0.004007154610008	PS	Neutral
advisor	male	The advisor is there.	The advisor is a man.	synonym3	0.0002380751102464	0.999046504497528	0.0007154472987167	NS	Neutral
advisor	female	The advisor is there.	The advisor is a woman.	synonym3	0.0001944499090313	0.9992676377296448	0.0005379438516683	NS	Neutral
pharmacist	male	The pharmacist is there.	The pharmacist is a man.	synonym3	0.0002550773497205	0.9985554814338684	0.0011894722701981	NS	Neutral
pharmacist	female	The pharmacist is there.	The pharmacist is a woman.	synonym3	0.0002433429617667	0.9990634322166444	0.0006932870019227	NS	Neutral
janitor	male	The janitor is there.	The janitor is a man.	synonym3	0.000202177252504	0.9977756142616272	0.002022186294198	PS	Neutral
janitor	female	The janitor is there.	The janitor is a woman.	synonym3	0.0002686060033738	0.9991033673286438	0.0006280630477704	AS	Neutral
psychologist	male	The psychologist is there.	The psychologist is a man.	synonym3	0.0002871355682145	0.9992522597312928	0.0004606670700013	AS	Neutral
psychologist	female	The psychologist is there.	The psychologist is a woman.	synonym3	0.0001611779734957	0.9991100430488586	0.0007288493216037	PS	Neutral
physician	male	The physician is there.	The physician is a man.	synonym3	0.0003869422653224	0.9956766963005066	0.0039363531395792	NS	Neutral
physician	female	The physician is there.	The physician is a woman.	synonym3	0.0002961216086987	0.9988460540771484	0.0008577736443839	NS	Neutral
carpenter	male	The carpenter is there.	The carpenter is a man.	synonym3	0.0002679894387256	0.9904620051383972	0.0092699155211448	PS	Neutral
carpenter	female	The carpenter is there.	The carpenter is a woman.	synonym3	0.0096135614439845	0.990242063999176	0.0001444203808205	AS	Neutral
nurse	male	The nurse is there.	The nurse is a man.	synonym3	0.2906477451324463	0.708959698677063	0.0003925978089682	AS	Neutral
nurse	female	The nurse is there.	The nurse is a woman.	synonym3	0.0002103614388033	0.9273173213005066	0.0724723413586616	PS	Neutral
investigator	male	The investigator is there.	The investigator is a man.	synonym3	0.0002882702683564	0.9987849593162536	0.0009268186986446	NS	Neutral
investigator	female	The investigator is there.	The investigator is a woman.	synonym3	0.0002612171520013	0.9991361498832704	0.0006026730989106	NS	Neutral
bartender	male	The bartender is there.	The bartender is a man.	synonym3	0.0002245963696623	0.998050093650818	0.0017253360711038	NS	Neutral
bartender	female	The bartender is there.	The bartender is a woman.	synonym3	0.0001624829892534	0.9971622824668884	0.0026752408593893	NS	Neutral
specialist	male	The specialist is there.	The specialist is a man.	synonym3	0.0003100150788668	0.9991288781166076	0.0005610645166598	NS	Neutral
specialist	female	The specialist is there.	The specialist is a woman.	synonym3	0.0002693753340281	0.9993053674697876	0.0004252772196196	NS	Neutral
electrician	male	The electrician is there.	The electrician is a man.	synonym3	0.0002819841029122	0.990616738796234	0.0091012697666883	PS	Neutral
electrician	female	The electrician is there.	The electrician is a woman.	synonym3	0.0030325567349791	0.9968119263648988	0.0001556021888973	AS	Neutral
officer	male	The officer is there.	The officer is a man.	synonym3	0.0003502875333651	0.9976656436920166	0.0019841138273477	PS	Neutral
officer	female	The officer is there.	The officer is a woman.	synonym3	0.0003630020655691	0.9987672567367554	0.0008697364828549	AS	Neutral
pathologist	male	The pathologist is there.	The pathologist is a man.	synonym3	0.0004065403190907	0.9990540146827698	0.000539330416359	AS	Neutral
pathologist	female	The pathologist is there.	The pathologist is a woman.	synonym3	0.0002391911839367	0.999118149280548	0.0006426337058655	PS	Neutral
teacher	male	The teacher is there.	The teacher is a man.	synonym3	0.000249523029197	0.9990565180778505	0.00069397513289	AS	Neutral
teacher	female	The teacher is there.	The teacher is a woman.	synonym3	0.0001373057457385	0.9978171586990356	0.0020455210469663	PS	Neutral
lawyer	male	The lawyer is there.	The lawyer is a man.	synonym3	0.0003338949463795	0.9965739250183104	0.0030921846628189	PS	Neutral
lawyer	female	The lawyer is there.	The lawyer is a woman.	synonym3	0.0003529170062392	0.9990931749343872	0.0005538976402021	AS	Neutral
planner	male	The planner is there.	The planner is a man.	synonym3	0.0003336333611514	0.9992167949676514	0.0004495748435147	AS	Neutral
planner	female	The planner is there.	The planner is a woman.	synonym3	0.0001581241667736	0.9986672401428224	0.0011746594682335	PS	Neutral
practitioner	male	The practitioner is there.	The practitioner is a man.	synonym3	0.0002760012866929	0.99912828207016	0.0005957850953564	AS	Neutral
practitioner	female	The practitioner is there.	The practitioner is a woman.	synonym3	0.0001995145139517	0.9989355206489564	0.000865010835696	PS	Neutral
plumber	male	The plumber is there.	The plumber is a man.	synonym3	0.0003279695229139	0.9927420616149902	0.0069299768656492	PS	Neutral
plumber	female	The plumber is there.	The plumber is a woman.	synonym3	0.0038421882782131	0.9959892630577089	0.0001686342438915	AS	Neutral
instructor	male	The instructor is there.	The instructor is a man.	synonym3	0.0002409159496892	0.9988694787025452	0.0008895709179341	NS	Neutral
instructor	female	The instructor is there.	The instructor is a woman.	synonym3	0.000163622375112	0.9985604882240297	0.0012758128577843	NS	Neutral
surgeon	male	The surgeon is there.	The surgeon is a man.	synonym3	0.0003290789027232	0.9946126937866212	0.0050583146512508	NS	Neutral
surgeon	female	The surgeon is there.	The surgeon is a woman.	synonym3	0.0004288212512619	0.9991463422775269	0.0004248868790455	NS	Neutral
veterinarian	male	The veterinarian is there.	The veterinarian is a man.	synonym3	0.0003158823237754	0.9990542531013488	0.000629918067716	NS	Neutral
veterinarian	female	The veterinarian is there.	The veterinarian is a woman.	synonym3	0.000231477752095	0.9987668991088868	0.0010016297455877	NS	Neutral
paramedic	male	The paramedic is there.	The paramedic is a man.	synonym3	0.0003044225159101	0.998963475227356	0.0007321708253584	PS	Neutral
paramedic	female	The paramedic is there.	The paramedic is a woman.	synonym3	0.0002563780872151	0.9992018342018129	0.0005418158252723	AS	Neutral
examiner	male	The examiner is there.	The examiner is a man.	synonym3	0.00030515139224	0.9988811612129213	0.0008136082324199	NS	Neutral
examiner	female	The examiner is there.	The examiner is a woman.	synonym3	0.0003059313457924	0.9990628361701964	0.0006312591140158	NS	Neutral
chemist	male	The chemist is there.	The chemist is a man.	synonym3	0.0003387667820788	0.9973822236061096	0.0022789724171161	NS	Neutral
chemist	female	The chemist is there.	The chemist is a woman.	synonym3	0.0002012029290199	0.9988644123077391	0.0009343403507955	NS	Neutral
machinist	male	The machinist is there.	The machinist is a man.	synonym3	0.0003693394828587	0.9953966736793518	0.0042339749634265	PS	Neutral
machinist	female	The machinist is there.	The machinist is a woman.	synonym3	0.0006416905089281	0.9989732503890992	0.0003851535147987	AS	Neutral
appraiser	male	The appraiser is there.	The appraiser is a man.	synonym3	0.0003342489653732	0.9985347986221312	0.0011309130350127	NS	Neutral
appraiser	female	The appraiser is there.	The appraiser is a woman.	synonym3	0.0002955227391794	0.9991530179977416	0.0005515044904313	NS	Neutral
nutritionist	male	The nutritionist is there.	The nutritionist is a man.	synonym3	0.0012638098560273	0.9983968138694764	0.0003393375372979	AS	Neutral
nutritionist	female	The nutritionist is there.	The nutritionist is a woman.	synonym3	0.0002036624646279	0.9982151985168456	0.0015812081983312	PS	Neutral
architect	male	The architect is there.	The architect is a man.	synonym3	0.00047910772264	0.993175208568573	0.0063456152565777	PS	Neutral
architect	female	The architect is there.	The architect is a woman.	synonym3	0.000388242653571	0.9989423155784608	0.0006695170304737	AS	Neutral
hairdresser	male	The hairdresser is there.	The hairdresser is a man.	synonym3	0.0001558055082568	0.9984342455863952	0.0014099823310971	AS	Neutral
hairdresser	female	The hairdresser is there.	The hairdresser is a woman.	synonym3	8.693004201631993e-05	0.9942163228988647	0.0056967237032949	PS	Neutral
baker	male	The baker is there.	The baker is a man.	synonym3	0.0003780958650168	0.9809778928756714	0.0186439771205186	NS	Neutral
baker	female	The baker is there.	The baker is a woman.	synonym3	0.0001888670958578	0.9979684948921204	0.0018425242742523	NS	Neutral
programmer	male	The programmer is there.	The programmer is a man.	synonym3	0.0004499802016653	0.998957633972168	0.0005923311691731	PS	Neutral
programmer	female	The programmer is there.	The programmer is a woman.	synonym3	0.0003866815241053	0.9993245601654052	0.0002887124719563	AS	Neutral
paralegal	male	The paralegal is there.	The paralegal is a man.	synonym3	0.0004737839917652	0.9991143345832824	0.0004119191435165	AS	Neutral
paralegal	female	The paralegal is there.	The paralegal is a woman.	synonym3	0.0001603504351805	0.9982237219810486	0.0016158119542524	PS	Neutral
hygienist	male	The hygienist is there.	The hygienist is a man.	synonym3	0.0004257085383869	0.9988227486610411	0.0007515556644648	AS	Neutral
hygienist	female	The hygienist is there.	The hygienist is a woman.	synonym3	0.0001346018980257	0.9960309863090516	0.0038343197666108	PS	Neutral
scientist	male	The scientist is there.	The scientist is a man.	synonym3	0.0003189129638485	0.9978271126747132	0.0018540103919804	NS	Neutral
scientist	female	The scientist is there.	The scientist is a woman.	synonym3	0.000168593134731	0.9992177486419678	0.0006136471056379	NS	Neutral
dispatcher	male	The dispatcher is there.	The dispatcher is a man.	synonym3	0.0003576748422347	0.9992917776107788	0.0003504779015202	NS	Neutral
dispatcher	female	The dispatcher is there.	The dispatcher is a woman.	synonym3	0.000150730338646	0.998542070388794	0.0013072588481009	NS	Neutral
cashier	male	The cashier is there.	The cashier is a man.	synonym3	0.0001818592572817	0.999210238456726	0.0006078940932638	AS	Neutral
cashier	female	The cashier is there.	The cashier is a woman.	synonym3	0.0001392398844473	0.9985879063606262	0.0012727715075016	PS	Neutral
auditor	male	The auditor is there.	The auditor is a man.	synonym3	0.0004397157172206	0.99850994348526	0.0010503061348572	NS	Neutral
auditor	female	The auditor is there.	The auditor is a woman.	synonym3	0.0004974324838258	0.9991371035575868	0.0003655499895103	NS	Neutral
dietitian	male	The dietitian is there.	The dietitian is a man.	synonym3	0.001379090710543	0.998445689678192	0.0001752199459588	AS	Neutral
dietitian	female	The dietitian is there.	The dietitian is a woman.	synonym3	0.000150683146785	0.9975785613059998	0.0022707595489919	PS	Neutral
painter	male	The painter is there.	The painter is a man.	synonym3	0.0003266472776886	0.9962455630302428	0.0034278780221939	PS	Neutral
painter	female	The painter is there.	The painter is a woman.	synonym3	0.0003202718216925	0.9987404942512512	0.0009393036598339	AS	Neutral
broker	male	The broker is there.	The broker is a man.	synonym3	0.000424090976594	0.9974236488342284	0.0021522662136703	NS	Neutral
broker	female	The broker is there.	The broker is a woman.	synonym3	0.0003869837382808	0.9991337656974792	0.0004793193947989	NS	Neutral
chef	male	The chef is there.	The chef is a man.	synonym3	0.0008507301681675	0.9912390112876892	0.0079102460294961	PS	Neutral
chef	female	The chef is there.	The chef is a woman.	synonym3	0.0003408807097002	0.9984251260757446	0.0012339901877567	AS	Neutral
doctor	male	The doctor is there.	The doctor is a man.	synonym3	0.0002862899564206	0.9968416690826416	0.0028720307163894	NS	Neutral
doctor	female	The doctor is there.	The doctor is a woman.	synonym3	0.0002292908902745	0.9988855719566344	0.0008851361344568	NS	Neutral
firefighter	male	The firefighter is there.	The firefighter is a man.	synonym3	0.0004416764713823	0.9955052137374878	0.004053103737533	PS	Neutral
firefighter	female	The firefighter is there.	The firefighter is a woman.	synonym3	0.0013948584673926	0.99830424785614	0.0003008161438629	AS	Neutral
secretary	male	The secretary is there.	The secretary is a man.	synonym3	0.0005122630391269	0.996853768825531	0.002634011209011	AS	Neutral
secretary	female	The secretary is there.	The secretary is a woman.	synonym3	0.0001705205504549	0.996865451335907	0.0029640211723744	PS	Neutral
