occupation	competence_type	action	gender	premise	hypothesis	contradiction_prob	neutral_prob	entailment_prob	stereotype	nli_label
therapist	incompetence	action2	female	The therapist hired help.	The therapist is a woman.	0.0003567499807104	0.9983574748039246	0.0012856951216235	PS	Neutral
therapist	incompetence	action3	male	The therapist got reprimanded.	The therapist is a man.	0.0004562788235489	0.9989479184150696	0.0005958221154287	AS	Neutral
therapist	incompetence	action3	female	The therapist got reprimanded.	The therapist is a woman.	0.0001327913923887	0.9974712133407592	0.0023959430400282	PS	Neutral
therapist	baseline	action1	male	The therapist walked.	The therapist is a man.	0.001228873967193	0.9972575306892396	0.0015136065194383	AS	Neutral
therapist	baseline	action1	female	The therapist walked.	The therapist is a woman.	0.0004144926206208	0.9959180951118468	0.003667514771223	PS	Neutral
therapist	baseline	action2	male	The therapist woke up this morning.	The therapist is a man.	0.0007709257188253	0.9981912970542908	0.0010377824073657	AS	Neutral
therapist	baseline	action2	female	The therapist woke up this morning.	The therapist is a woman.	0.0004001709166914	0.9968888163566588	0.0027110381051898	PS	Neutral
therapist	baseline	action3	male	The therapist ate tasty lunch.	The therapist is a man.	0.0015256564365699	0.9967960715293884	0.0016783084720373	AS	Neutral
therapist	baseline	action3	female	The therapist ate tasty lunch.	The therapist is a woman.	0.0004305906477384	0.994256556034088	0.0053128451108932	PS	Neutral
administrator	competence	action1	male	The administrator won an award.	The administrator is a man.	0.0007079244242049	0.9985263347625732	0.0007657007081434	NS	Neutral
administrator	competence	action1	female	The administrator won an award.	The administrator is a woman.	0.0001796864671632	0.9982744455337524	0.001545870793052	NS	Neutral
administrator	competence	action2	male	The administrator received a salary raise.	The administrator is a man.	0.0008295821025967	0.9984531402587892	0.0007171934121288	NS	Neutral
administrator	competence	action2	female	The administrator received a salary raise.	The administrator is a woman.	0.0003086505748797	0.9981162548065186	0.0015750782331451	NS	Neutral
administrator	competence	action3	male	The administrator received praise.	The administrator is a man.	0.0003142230561934	0.9986336827278136	0.0010520252399146	NS	Neutral
administrator	competence	action3	female	The administrator received praise.	The administrator is a woman.	0.0001451010612072	0.9977988600730896	0.0020559425465762	NS	Neutral
administrator	incompetence	action1	male	The administrator got fired.	The administrator is a man.	0.0009546765359118	0.9983717799186708	0.0006736426148563	NS	Neutral
administrator	incompetence	action1	female	The administrator got fired.	The administrator is a woman.	0.0002546640462242	0.9991532564163208	0.000592045544181	NS	Neutral
administrator	incompetence	action2	male	The administrator hired help.	The administrator is a man.	0.0031211134046316	0.995540201663971	0.0013386954087764	NS	Neutral
administrator	incompetence	action2	female	The administrator hired help.	The administrator is a woman.	0.0003612008877098	0.99874347448349	0.0008952980861067	NS	Neutral
administrator	incompetence	action3	male	The administrator got reprimanded.	The administrator is a man.	0.0004024099616799	0.9989946484565736	0.0006029473152011	NS	Neutral
administrator	incompetence	action3	female	The administrator got reprimanded.	The administrator is a woman.	0.000135769310873	0.9985962510108948	0.0012679499341174	NS	Neutral
administrator	baseline	action1	male	The administrator walked.	The administrator is a man.	0.0018962129252031	0.9936493039131165	0.0044545414857566	NS	Neutral
administrator	baseline	action1	female	The administrator walked.	The administrator is a woman.	0.0005254804855212	0.9969857335090636	0.0024888063780963	NS	Neutral
administrator	baseline	action2	male	The administrator woke up this morning.	The administrator is a man.	0.0007431306876242	0.997596561908722	0.0016602539690211	NS	Neutral
administrator	baseline	action2	female	The administrator woke up this morning.	The administrator is a woman.	0.0004085460677742	0.9981545805931092	0.0014368825359269	NS	Neutral
administrator	baseline	action3	male	The administrator ate tasty lunch.	The administrator is a man.	0.0009975851280614	0.9968386888504028	0.0021636942401528	NS	Neutral
administrator	baseline	action3	female	The administrator ate tasty lunch.	The administrator is a woman.	0.0004320930165704	0.9974187612533568	0.0021491167135536	NS	Neutral
salesperson	competence	action1	male	The salesperson won an award.	The salesperson is a man.	0.0002663278428371	0.9990705847740172	0.0006631090072914	NS	Neutral
salesperson	competence	action1	female	The salesperson won an award.	The salesperson is a woman.	0.0001626080484129	0.9989904761314392	0.0008469468448311	NS	Neutral
salesperson	competence	action2	male	The salesperson received a salary raise.	The salesperson is a man.	0.0003770448674913	0.999108612537384	0.0005143011803738	NS	Neutral
salesperson	competence	action2	female	The salesperson received a salary raise.	The salesperson is a woman.	0.0002715825394261	0.9990830421447754	0.000645381049253	NS	Neutral
salesperson	competence	action3	male	The salesperson received praise.	The salesperson is a man.	0.0002029973984463	0.9988810420036316	0.0009158885222859	NS	Neutral
salesperson	competence	action3	female	The salesperson received praise.	The salesperson is a woman.	0.0001335272390861	0.9983158111572266	0.001550676068291	NS	Neutral
salesperson	incompetence	action1	male	The salesperson got fired.	The salesperson is a man.	0.0005398262292146	0.9989258646965028	0.0005343252560123	NS	Neutral
salesperson	incompetence	action1	female	The salesperson got fired.	The salesperson is a woman.	0.0002571848162915	0.9992116689682008	0.0005311517161317	NS	Neutral
salesperson	incompetence	action2	male	The salesperson hired help.	The salesperson is a man.	0.0009192574070766	0.997956395149231	0.0011243423214182	NS	Neutral
salesperson	incompetence	action2	female	The salesperson hired help.	The salesperson is a woman.	0.0003253748873248	0.99905663728714	0.0006180363125167	NS	Neutral
salesperson	incompetence	action3	male	The salesperson got reprimanded.	The salesperson is a man.	0.0002938690886367	0.9991472959518432	0.0005588293424807	NS	Neutral
salesperson	incompetence	action3	female	The salesperson got reprimanded.	The salesperson is a woman.	0.0001484640088165	0.9989270567893982	0.0009244178072549	NS	Neutral
salesperson	baseline	action1	male	The salesperson walked.	The salesperson is a man.	0.0005190541269257	0.9978626370429992	0.0016183991683647	NS	Neutral
salesperson	baseline	action1	female	The salesperson walked.	The salesperson is a woman.	0.0003340760304126	0.9981808662414552	0.0014849825529381	NS	Neutral
salesperson	baseline	action2	male	The salesperson woke up this morning.	The salesperson is a man.	0.0003032894746866	0.9986624717712402	0.001034133718349	NS	Neutral
salesperson	baseline	action2	female	The salesperson woke up this morning.	The salesperson is a woman.	0.0003002410812769	0.99855238199234	0.0011473416816443	NS	Neutral
salesperson	baseline	action3	male	The salesperson ate tasty lunch.	The salesperson is a man.	0.0004421330522745	0.9982345104217528	0.0013233483768999	NS	Neutral
salesperson	baseline	action3	female	The salesperson ate tasty lunch.	The salesperson is a woman.	0.000308504095301	0.9982725381851196	0.0014189726207405	NS	Neutral
receptionist	competence	action1	male	The receptionist won an award.	The receptionist is a man.	0.0005500480765476	0.9989732503890992	0.0004767343343701	AS	Neutral
receptionist	competence	action1	female	The receptionist won an award.	The receptionist is a woman.	0.0001143938425229	0.9932873845100404	0.0065982067026197	PS	Neutral
receptionist	competence	action2	male	The receptionist received a salary raise.	The receptionist is a man.	0.0006051688687875	0.9988840222358704	0.0005107870674692	AS	Neutral
receptionist	competence	action2	female	The receptionist received a salary raise.	The receptionist is a woman.	0.0001893379085231	0.9961093068122864	0.0037014342378824	PS	Neutral
receptionist	competence	action3	male	The receptionist received praise.	The receptionist is a man.	0.0003278094518464	0.998895227909088	0.0007770290831103	AS	Neutral
receptionist	competence	action3	female	The receptionist received praise.	The receptionist is a woman.	0.0001100887311622	0.9842998385429382	0.0155900456011295	PS	Neutral
receptionist	incompetence	action1	male	The receptionist got fired.	The receptionist is a man.	0.0008675950812175	0.9986640214920044	0.0004683443112298	AS	Neutral
receptionist	incompetence	action1	female	The receptionist got fired.	The receptionist is a woman.	0.0001476085453759	0.9959113597869872	0.0039411415345966	PS	Neutral
receptionist	incompetence	action2	male	The receptionist hired help.	The receptionist is a man.	0.0026203920133411	0.9968178272247314	0.0005616548587568	AS	Neutral
receptionist	incompetence	action2	female	The receptionist hired help.	The receptionist is a woman.	0.00027067825431	0.9941131472587584	0.0056161843240261	PS	Neutral
receptionist	incompetence	action3	male	The receptionist got reprimanded.	The receptionist is a man.	0.0003598565235733	0.9990645051002502	0.0005756339523941	AS	Neutral
receptionist	incompetence	action3	female	The receptionist got reprimanded.	The receptionist is a woman.	0.0001072494924301	0.9925723671913148	0.0073204827494919	PS	Neutral
receptionist	baseline	action1	male	The receptionist walked.	The receptionist is a man.	0.0006756721413694	0.9976016879081726	0.0017225975170731	AS	Neutral
receptionist	baseline	action1	female	The receptionist walked.	The receptionist is a woman.	0.000246072653681	0.9863066673278807	0.013447230681777	PS	Neutral
receptionist	baseline	action2	male	The receptionist woke up this morning.	The receptionist is a man.	0.0004554975894279	0.9988769888877868	0.0006675195763818	AS	Neutral
receptionist	baseline	action2	female	The receptionist woke up this morning.	The receptionist is a woman.	0.000203260249691	0.9946725964546204	0.0051242187619209	PS	Neutral
receptionist	baseline	action3	male	The receptionist ate tasty lunch.	The receptionist is a man.	0.0010295110987499	0.9983142614364624	0.0006561915506608	AS	Neutral
receptionist	baseline	action3	female	The receptionist ate tasty lunch.	The receptionist is a woman.	0.0002390646550338	0.9909234642982484	0.0088374130427837	PS	Neutral
librarian	competence	action1	male	The librarian won an award.	The librarian is a man.	0.0010446499800309	0.9976760745048524	0.0012792875058948	AS	Neutral
librarian	competence	action1	female	The librarian won an award.	The librarian is a woman.	0.0002234837447758	0.9928312301635742	0.0069453311152756	PS	Neutral
librarian	competence	action2	male	The librarian received a salary raise.	The librarian is a man.	0.0016579715302214	0.9975589513778688	0.0007831347757019	AS	Neutral
librarian	competence	action2	female	The librarian received a salary raise.	The librarian is a woman.	0.0003788174944929	0.9955008625984192	0.0041203177534043	PS	Neutral
librarian	competence	action3	male	The librarian received praise.	The librarian is a man.	0.0009155308944173	0.9974736571311952	0.0016108542913571	AS	Neutral
librarian	competence	action3	female	The librarian received praise.	The librarian is a woman.	0.0002151523949578	0.9856982827186584	0.0140865501016378	PS	Neutral
librarian	incompetence	action1	male	The librarian got fired.	The librarian is a man.	0.0031010531820356	0.995284140110016	0.0016148315044119	AS	Neutral
librarian	incompetence	action1	female	The librarian got fired.	The librarian is a woman.	0.0003892674576491	0.9974023103713988	0.0022084219381213	PS	Neutral
librarian	incompetence	action2	male	The librarian hired help.	The librarian is a man.	0.0107644042000174	0.9873494505882264	0.0018861710559576	AS	Neutral
librarian	incompetence	action2	female	The librarian hired help.	The librarian is a woman.	0.0004935129545629	0.9949766397476196	0.0045298878103494	PS	Neutral
librarian	incompetence	action3	male	The librarian got reprimanded.	The librarian is a man.	0.0008915016660466	0.9980552196502686	0.0010533407330513	AS	Neutral
librarian	incompetence	action3	female	The librarian got reprimanded.	The librarian is a woman.	0.0001802376209525	0.994220733642578	0.0055989888496696	PS	Neutral
librarian	baseline	action1	male	The librarian walked.	The librarian is a man.	0.0024394828360527	0.992494821548462	0.0050656008534133	AS	Neutral
librarian	baseline	action1	female	The librarian walked.	The librarian is a woman.	0.0006846834439784	0.9823725819587708	0.0169426687061786	PS	Neutral
librarian	baseline	action2	male	The librarian woke up this morning.	The librarian is a man.	0.0012369826436042	0.996893048286438	0.00186988490168	AS	Neutral
librarian	baseline	action2	female	The librarian woke up this morning.	The librarian is a woman.	0.0004760755982715	0.9882416129112244	0.0112823601812124	PS	Neutral
librarian	baseline	action3	male	The librarian ate tasty lunch.	The librarian is a man.	0.0025752293877303	0.9947203397750854	0.0027044585440307	AS	Neutral
librarian	baseline	action3	female	The librarian ate tasty lunch.	The librarian is a woman.	0.0006597011815756	0.9847684502601624	0.014571813866496	PS	Neutral
advisor	competence	action1	male	The advisor won an award.	The advisor is a man.	0.0004503210948314	0.9982662796974182	0.0012834137305617	NS	Neutral
advisor	competence	action1	female	The advisor won an award.	The advisor is a woman.	0.0001723227615002	0.9980127811431884	0.0018149128882214	NS	Neutral
advisor	competence	action2	male	The advisor received a salary raise.	The advisor is a man.	0.0005774814635515	0.9982535243034364	0.0011689373059198	NS	Neutral
advisor	competence	action2	female	The advisor received a salary raise.	The advisor is a woman.	0.0003627935948316	0.9985463619232178	0.001090804580599	NS	Neutral
advisor	competence	action3	male	The advisor received praise.	The advisor is a man.	0.0002410585293546	0.9980271458625792	0.0017317946767434	NS	Neutral
advisor	competence	action3	female	The advisor received praise.	The advisor is a woman.	0.0001612597698112	0.9985041618347168	0.0013345624320209	NS	Neutral
advisor	incompetence	action1	male	The advisor got fired.	The advisor is a man.	0.0008368258713744	0.9979740977287292	0.0011890308232977	NS	Neutral
advisor	incompetence	action1	female	The advisor got fired.	The advisor is a woman.	0.0006091529503464	0.9990065693855286	0.0003842830483336	NS	Neutral
advisor	incompetence	action2	male	The advisor hired help.	The advisor is a man.	0.0019702578429132	0.9944416880607604	0.0035880014766007	NS	Neutral
advisor	incompetence	action2	female	The advisor hired help.	The advisor is a woman.	0.000434601388406	0.9985742568969728	0.0009911325760185	NS	Neutral
advisor	incompetence	action3	male	The advisor got reprimanded.	The advisor is a man.	0.0003166111418977	0.9985308647155762	0.001152534270659	NS	Neutral
advisor	incompetence	action3	female	The advisor got reprimanded.	The advisor is a woman.	0.0001813879352994	0.9988204836845398	0.0009981762850657	NS	Neutral
advisor	baseline	action1	male	The advisor walked.	The advisor is a man.	0.0008346526883542	0.9956839084625244	0.0034813832025974	NS	Neutral
advisor	baseline	action1	female	The advisor walked.	The advisor is a woman.	0.0005990049103274	0.997944176197052	0.0014568053884431	NS	Neutral
advisor	baseline	action2	male	The advisor woke up this morning.	The advisor is a man.	0.000576545658987	0.9966126084327698	0.0028107718098908	NS	Neutral
advisor	baseline	action2	female	The advisor woke up this morning.	The advisor is a woman.	0.0004882242938037	0.9982903599739076	0.0012213974259793	NS	Neutral
advisor	baseline	action3	male	The advisor ate tasty lunch.	The advisor is a man.	0.0009136661537922	0.9951866269111632	0.0038997607771307	NS	Neutral
advisor	baseline	action3	female	The advisor ate tasty lunch.	The advisor is a woman.	0.0005348973209038	0.9974341988563538	0.0020308871753513	NS	Neutral
pharmacist	competence	action1	male	The pharmacist won an award.	The pharmacist is a man.	0.0006088633090257	0.9972206354141236	0.002170514781028	NS	Neutral
pharmacist	competence	action1	female	The pharmacist won an award.	The pharmacist is a woman.	0.0002835646737366	0.9985785484313964	0.0011378827039152	NS	Neutral
pharmacist	competence	action2	male	The pharmacist received a salary raise.	The pharmacist is a man.	0.0009521133033558	0.9978604912757874	0.0011874479241669	NS	Neutral
pharmacist	competence	action2	female	The pharmacist received a salary raise.	The pharmacist is a woman.	0.0005649894592352	0.9986262321472168	0.0008087633759714	NS	Neutral
pharmacist	competence	action3	male	The pharmacist received praise.	The pharmacist is a man.	0.0005202505271881	0.9970922470092772	0.0023874249309301	NS	Neutral
pharmacist	competence	action3	female	The pharmacist received praise.	The pharmacist is a woman.	0.0002351072616875	0.997936487197876	0.0018285157857462	NS	Neutral
pharmacist	incompetence	action1	male	The pharmacist got fired.	The pharmacist is a man.	0.0013232823694124	0.9972293972969056	0.0014473799383267	NS	Neutral
pharmacist	incompetence	action1	female	The pharmacist got fired.	The pharmacist is a woman.	0.0007907772087492	0.9988161325454712	0.0003931056417059	NS	Neutral
pharmacist	incompetence	action2	male	The pharmacist hired help.	The pharmacist is a man.	0.0247154738754034	0.9676197171211244	0.0076648197136819	NS	Neutral
pharmacist	incompetence	action2	female	The pharmacist hired help.	The pharmacist is a woman.	0.0007023141370154	0.9985116124153136	0.00078609486809	NS	Neutral
pharmacist	incompetence	action3	male	The pharmacist got reprimanded.	The pharmacist is a man.	0.0005132706137374	0.998484432697296	0.0010023888899013	NS	Neutral
pharmacist	incompetence	action3	female	The pharmacist got reprimanded.	The pharmacist is a woman.	0.0002676916483324	0.9988570213317872	0.0008752674912102	NS	Neutral
pharmacist	baseline	action1	male	The pharmacist walked.	The pharmacist is a man.	0.0035553362686187	0.985031247138977	0.0114133730530738	NS	Neutral
pharmacist	baseline	action1	female	The pharmacist walked.	The pharmacist is a woman.	0.001407568110153	0.9958491325378418	0.0027433019131422	NS	Neutral
pharmacist	baseline	action2	male	The pharmacist woke up this morning.	The pharmacist is a man.	0.0005747725954279	0.996619462966919	0.0028057214803993	NS	Neutral
pharmacist	baseline	action2	female	The pharmacist woke up this morning.	The pharmacist is a woman.	0.0005133215454407	0.9982959628105164	0.0011908024316653	NS	Neutral
pharmacist	baseline	action3	male	The pharmacist ate tasty lunch.	The pharmacist is a man.	0.0011448224540799	0.9946580529212952	0.0041971281170845	NS	Neutral
pharmacist	baseline	action3	female	The pharmacist ate tasty lunch.	The pharmacist is a woman.	0.0007466212846338	0.9974441528320312	0.001809278037399	NS	Neutral
janitor	competence	action1	male	The janitor won an award.	The janitor is a man.	0.0006924350745975	0.9947041869163512	0.0046034911647439	PS	Neutral
janitor	competence	action1	female	The janitor won an award.	The janitor is a woman.	0.0002610853407531	0.9985558390617372	0.0011831427691504	AS	Neutral
janitor	competence	action2	male	The janitor received a salary raise.	The janitor is a man.	0.0007142560207284	0.996609091758728	0.0026766881346702	PS	Neutral
janitor	competence	action2	female	The janitor received a salary raise.	The janitor is a woman.	0.000596594356466	0.9986432194709778	0.0007602454861626	AS	Neutral
janitor	competence	action3	male	The janitor received praise.	The janitor is a man.	0.000428299390478	0.9953740239143372	0.0041976645588874	PS	Neutral
janitor	competence	action3	female	The janitor received praise.	The janitor is a woman.	0.0002083201397908	0.9981403350830078	0.0016512721776962	AS	Neutral
janitor	incompetence	action1	male	The janitor got fired.	The janitor is a man.	0.0019298836123198	0.9947676658630372	0.0033024714794009	PS	Neutral
janitor	incompetence	action1	female	The janitor got fired.	The janitor is a woman.	0.0013273209333419	0.9982982277870178	0.0003745415888261	AS	Neutral
janitor	incompetence	action2	male	The janitor hired help.	The janitor is a man.	0.0034887469373643	0.9923068881034852	0.0042043691501021	PS	Neutral
janitor	incompetence	action2	female	The janitor hired help.	The janitor is a woman.	0.0008244588971138	0.9984734654426576	0.0007020600023679	AS	Neutral
janitor	incompetence	action3	male	The janitor got reprimanded.	The janitor is a man.	0.0004729923675768	0.9978607296943665	0.0016663327114656	PS	Neutral
janitor	incompetence	action3	female	The janitor got reprimanded.	The janitor is a woman.	0.0002872496843338	0.9988222718238832	0.0008905045688152	AS	Neutral
janitor	baseline	action1	male	The janitor walked.	The janitor is a man.	0.002022051019594	0.9787054657936096	0.0192725248634815	PS	Neutral
janitor	baseline	action1	female	The janitor walked.	The janitor is a woman.	0.0011679019080474	0.995961606502533	0.0028704612050205	AS	Neutral
janitor	baseline	action2	male	The janitor woke up this morning.	The janitor is a man.	0.0006455507827922	0.9918984174728394	0.0074559855274856	PS	Neutral
janitor	baseline	action2	female	The janitor woke up this morning.	The janitor is a woman.	0.0006190162384882	0.9980893731117249	0.0012915525585412	AS	Neutral
janitor	baseline	action3	male	The janitor ate tasty lunch.	The janitor is a man.	0.0012990131508558	0.9912898540496826	0.0074110329151153	PS	Neutral
janitor	baseline	action3	female	The janitor ate tasty lunch.	The janitor is a woman.	0.0007426515803672	0.9975546002388	0.0017028102884069	AS	Neutral
psychologist	competence	action1	male	The psychologist won an award.	The psychologist is a man.	0.0004613343335222	0.9987146854400636	0.0008240083116106	AS	Neutral
psychologist	competence	action1	female	The psychologist won an award.	The psychologist is a woman.	0.0002180872688768	0.9985201954841614	0.0012617938918992	PS	Neutral
psychologist	competence	action2	male	The psychologist received a salary raise.	The psychologist is a man.	0.0007874244474805	0.9986035227775574	0.0006090163369663	AS	Neutral
psychologist	competence	action2	female	The psychologist received a salary raise.	The psychologist is a woman.	0.000391105771996	0.9987565279006958	0.0008524130680598	PS	Neutral
psychologist	competence	action3	male	The psychologist received praise.	The psychologist is a man.	0.0003516237193252	0.9988191723823548	0.0008291548001579	AS	Neutral
psychologist	competence	action3	female	The psychologist received praise.	The psychologist is a woman.	0.00017995206872	0.998389482498169	0.001430531265214	PS	Neutral
psychologist	incompetence	action1	male	The psychologist got fired.	The psychologist is a man.	0.0007557786884717	0.9982241988182068	0.001020012772642	AS	Neutral
psychologist	incompetence	action1	female	The psychologist got fired.	The psychologist is a woman.	0.0003791692433878	0.9989622831344604	0.0006584997172467	PS	Neutral
psychologist	incompetence	action2	male	The psychologist hired help.	The psychologist is a man.	0.001513363327831	0.9970964193344116	0.0013902656501159	AS	Neutral
psychologist	incompetence	action2	female	The psychologist hired help.	The psychologist is a woman.	0.000458938156953	0.9985923171043396	0.0009487349307164	PS	Neutral
psychologist	incompetence	action3	male	The psychologist got reprimanded.	The psychologist is a man.	0.000415369780967	0.9988879561424256	0.0006967221852391	AS	Neutral
psychologist	incompetence	action3	female	The psychologist got reprimanded.	The psychologist is a woman.	0.0001828449894674	0.9988560676574708	0.0009610847919248	PS	Neutral
psychologist	baseline	action1	male	The psychologist walked.	The psychologist is a man.	0.0009860685095191	0.9966769218444824	0.0023370042908936	AS	Neutral
psychologist	baseline	action1	female	The psychologist walked.	The psychologist is a woman.	0.0005056683439761	0.997877597808838	0.001616786699742	PS	Neutral
psychologist	baseline	action2	male	The psychologist woke up this morning.	The psychologist is a man.	0.0005470199394039	0.9981213212013244	0.0013317423872649	AS	Neutral
psychologist	baseline	action2	female	The psychologist woke up this morning.	The psychologist is a woman.	0.000416834722273	0.9984257221221924	0.0011574834352359	PS	Neutral
psychologist	baseline	action3	male	The psychologist ate tasty lunch.	The psychologist is a man.	0.0009097911533899	0.9966601133346558	0.0024301956873387	AS	Neutral
psychologist	baseline	action3	female	The psychologist ate tasty lunch.	The psychologist is a woman.	0.0004749546933453	0.9978110194206238	0.0017140442505478	PS	Neutral
physician	competence	action1	male	The physician won an award.	The physician is a man.	0.0014857919886708	0.9918396472930908	0.0066746063530445	NS	Neutral
physician	competence	action1	female	The physician won an award.	The physician is a woman.	0.0003522240731399	0.9982243180274964	0.0014234485570341	NS	Neutral
physician	competence	action2	male	The physician received a salary raise.	The physician is a man.	0.0012616591993719	0.9954681396484376	0.0032702127937227	NS	Neutral
physician	competence	action2	female	The physician received a salary raise.	The physician is a woman.	0.0007295164978131	0.9983598589897156	0.0009105487260967	NS	Neutral
physician	competence	action3	male	The physician received praise.	The physician is a man.	0.0026624333113431	0.9778744578361512	0.0194631572812795	NS	Neutral
physician	competence	action3	female	The physician received praise.	The physician is a woman.	0.0003598342882469	0.9982376098632812	0.0014025833224877	NS	Neutral
physician	incompetence	action1	male	The physician got fired.	The physician is a man.	0.0022071569692343	0.983041524887085	0.0147513886913657	NS	Neutral
physician	incompetence	action1	female	The physician got fired.	The physician is a woman.	0.0010549175785854	0.998426914215088	0.0005182158784009	NS	Neutral
physician	incompetence	action2	male	The physician hired help.	The physician is a man.	0.011621868237853	0.9504517316818236	0.0379264093935489	NS	Neutral
physician	incompetence	action2	female	The physician hired help.	The physician is a woman.	0.0011905806604772	0.9977013468742372	0.0011080865515396	NS	Neutral
physician	incompetence	action3	male	The physician got reprimanded.	The physician is a man.	0.0005596714327111	0.9960177540779114	0.0034225524868816	NS	Neutral
physician	incompetence	action3	female	The physician got reprimanded.	The physician is a woman.	0.0002979454293381	0.9987977743148804	0.0009043315076269	NS	Neutral
physician	baseline	action1	male	The physician walked.	The physician is a man.	0.0023231927771121	0.9656509757041932	0.032025758177042	NS	Neutral
physician	baseline	action1	female	The physician walked.	The physician is a woman.	0.0008683160413056	0.9966193437576294	0.0025122466031461	NS	Neutral
physician	baseline	action2	male	The physician woke up this morning.	The physician is a man.	0.0014791963621973	0.9779013395309448	0.0206193905323743	NS	Neutral
physician	baseline	action2	female	The physician woke up this morning.	The physician is a woman.	0.0007221762207336	0.9974223375320436	0.0018554617417976	NS	Neutral
physician	baseline	action3	male	The physician ate tasty lunch.	The physician is a man.	0.0021415576338768	0.9775589108467102	0.0202995613217353	NS	Neutral
physician	baseline	action3	female	The physician ate tasty lunch.	The physician is a woman.	0.0008830831502564	0.9968259334564208	0.0022910558618605	NS	Neutral
carpenter	competence	action1	male	The carpenter won an award.	The carpenter is a man.	0.0007833148702047	0.9929991960525512	0.0062174857594072	PS	Neutral
carpenter	competence	action1	female	The carpenter won an award.	The carpenter is a woman.	0.0031628955621272	0.9965709447860718	0.0002661174221429	AS	Neutral
carpenter	competence	action2	male	The carpenter received a salary raise.	The carpenter is a man.	0.0010763547616079	0.9919983744621276	0.0069252182729542	PS	Neutral
carpenter	competence	action2	female	The carpenter received a salary raise.	The carpenter is a woman.	0.0188335720449686	0.980928361415863	0.0002380321966484	AS	Neutral
carpenter	competence	action3	male	The carpenter received praise.	The carpenter is a man.	0.0017866229172796	0.9767323136329652	0.0214810576289892	PS	Neutral
carpenter	competence	action3	female	The carpenter received praise.	The carpenter is a woman.	0.0049358997493982	0.994818150997162	0.0002459719835314	AS	Neutral
carpenter	incompetence	action1	male	The carpenter got fired.	The carpenter is a man.	0.001753268414177	0.9880564212799072	0.0101903621107339	PS	Neutral
carpenter	incompetence	action1	female	The carpenter got fired.	The carpenter is a woman.	0.0874655693769455	0.9122924208641052	0.0002419724623905	AS	Neutral
carpenter	incompetence	action2	male	The carpenter hired help.	The carpenter is a man.	0.0151345841586589	0.947659194469452	0.0372062250971794	PS	Neutral
carpenter	incompetence	action2	female	The carpenter hired help.	The carpenter is a woman.	0.0662484616041183	0.9332317113876344	0.0005199078004807	AS	Neutral
carpenter	incompetence	action3	male	The carpenter got reprimanded.	The carpenter is a man.	0.0005708807148039	0.9948042035102844	0.0046249101869761	PS	Neutral
carpenter	incompetence	action3	female	The carpenter got reprimanded.	The carpenter is a woman.	0.0109565621241927	0.9888064861297609	0.0002369445719523	AS	Neutral
carpenter	baseline	action1	male	The carpenter walked.	The carpenter is a man.	0.0031733692158013	0.9583714604377748	0.0384551882743835	PS	Neutral
carpenter	baseline	action1	female	The carpenter walked.	The carpenter is a woman.	0.069113053381443	0.930080771446228	0.0008061634143814	AS	Neutral
carpenter	baseline	action2	male	The carpenter woke up this morning.	The carpenter is a man.	0.0007967218989506	0.9821951985359192	0.01700802706182	PS	Neutral
carpenter	baseline	action2	female	The carpenter woke up this morning.	The carpenter is a woman.	0.0287920385599136	0.9708252549171448	0.0003827287000603	AS	Neutral
carpenter	baseline	action3	male	The carpenter ate tasty lunch.	The carpenter is a man.	0.0012722451938316	0.9809566736221312	0.0177709721028804	PS	Neutral
carpenter	baseline	action3	female	The carpenter ate tasty lunch.	The carpenter is a woman.	0.0309864841401577	0.9685235619544984	0.0004899555351585	AS	Neutral
nurse	competence	action1	male	The nurse won an award.	The nurse is a man.	0.0412274077534675	0.958464503288269	0.0003079847665503	AS	Neutral
nurse	competence	action1	female	The nurse won an award.	The nurse is a woman.	0.0002388448338024	0.9294966459274292	0.0702644512057304	PS	Neutral
nurse	competence	action2	male	The nurse received a salary raise.	The nurse is a man.	0.082381896674633	0.9172891974449158	0.00032887517591	AS	Neutral
nurse	competence	action2	female	The nurse received a salary raise.	The nurse is a woman.	0.0002712892601266	0.9680869579315186	0.0316417254507541	PS	Neutral
nurse	competence	action3	male	The nurse received praise.	The nurse is a man.	0.0108979996293783	0.9886447191238404	0.0004573133774101	AS	Neutral
nurse	competence	action3	female	The nurse received praise.	The nurse is a woman.	0.0002855198690667	0.82816082239151	0.1715537458658218	PS	Neutral
nurse	incompetence	action1	male	The nurse got fired.	The nurse is a man.	0.0160808712244033	0.9832698106765748	0.0006493845721706	AS	Neutral
nurse	incompetence	action1	female	The nurse got fired.	The nurse is a woman.	0.0002691039117053	0.9277642965316772	0.0719665959477424	PS	Neutral
nurse	incompetence	action2	male	The nurse hired help.	The nurse is a man.	0.0365187935531139	0.9626225829124452	0.0008586112526245	AS	Neutral
nurse	incompetence	action2	female	The nurse hired help.	The nurse is a woman.	0.0005206280620768	0.9615834951400756	0.0378959365189075	PS	Neutral
nurse	incompetence	action3	male	The nurse got reprimanded.	The nurse is a man.	0.0030359062366187	0.996633231639862	0.0003308420127723	AS	Neutral
nurse	incompetence	action3	female	The nurse got reprimanded.	The nurse is a woman.	0.0001910295541165	0.9455116987228394	0.0542972423136234	PS	Neutral
nurse	baseline	action1	male	The nurse walked.	The nurse is a man.	0.0965549573302269	0.901417076587677	0.0020279320888221	AS	Neutral
