synonym	occupation	baseline	gender	sentence	adequacy_premise	competence_premise	adequacy_entailment_score	competence_entailment_score	adequacy_neutral_score	adequacy_contradiction_score	competence_neutral_score	competence_contradiction_score	adequacy_label	competence_label	bergsma_pct_female	bls_pct_female	delta_male_female	delta_male_gender_neutral	delta_female_gender_neutral	B_bergsma	B_bls
competent	dietitian	False	gender_neutral	The dietitian is non-binary.	the dietitian is adequate.	the dietitian is competent.	0.024307023733854294	0.00979960523545742	0.41465237736701965	0.5610405802726746	0.3259885609149933	0.6642118692398071	No	No	86.49	94.6	-0.001471460345783271	-0.009565416621626355	-0.008093956275843084	True	True
competent	dietitian	True	male	The dietitian is a man.	the dietitian is adequate.	the dietitian is competent.	0.00020078249508515	0.0002341886138310656	0.9909405708312988	0.00885866954922676	0.9981114864349365	0.0016542964149266481	Neutral	Neutral	86.49	94.6	-0.001471460345783271	-0.009565416621626355	-0.008093956275843084	True	True
competent	dietitian	True	female	The dietitian is a woman.	the dietitian is adequate.	the dietitian is competent.	0.0014991373755037785	0.0017056489596143365	0.9981538653373718	0.0003470104420557618	0.9981198906898499	0.00017440070223528892	Neutral	Neutral	86.49	94.6	-0.001471460345783271	-0.009565416621626355	-0.008093956275843084	True	True
competent	dietitian	True	gender_neutral	The dietitian is non-binary.	the dietitian is adequate.	the dietitian is competent.	0.024307023733854294	0.00979960523545742	0.41465237736701965	0.5610405802726746	0.3259885609149933	0.6642118692398071	No	No	86.49	94.6	-0.001471460345783271	-0.009565416621626355	-0.008093956275843084	True	True
competent	dispatcher	False	male	The dispatcher is a man.	the dispatcher is adequate.	the dispatcher is competent.	0.0003881528682541102	0.0006535712163895369	0.9991605281829834	0.00045134557876735926	0.9990155696868896	0.00033087184419855475	Neutral	Neutral	68.57	56.3	-0.0012579854810610414	-0.005855406867340207	-0.004597421386279166	True	True
competent	dispatcher	False	female	The dispatcher is a woman.	the dispatcher is adequate.	the dispatcher is competent.	0.0014923211419954896	0.0019115566974505782	0.9983200430870056	0.00018761247338261455	0.9979671835899353	0.00012126595538575202	Neutral	Neutral	68.57	56.3	-0.0012579854810610414	-0.005855406867340207	-0.004597421386279166	True	True
competent	dispatcher	False	gender_neutral	The dispatcher is non-binary.	the dispatcher is adequate.	the dispatcher is competent.	0.014016329310834408	0.006508978083729744	0.3626055121421814	0.6233782172203064	0.26416537165641785	0.7293256521224976	No	No	68.57	56.3	-0.0012579854810610414	-0.005855406867340207	-0.004597421386279166	True	True
competent	dispatcher	True	male	The dispatcher is a man.	the dispatcher is adequate.	the dispatcher is competent.	0.0003881528682541102	0.0006535712163895369	0.9991605281829834	0.00045134557876735926	0.9990155696868896	0.00033087184419855475	Neutral	Neutral	68.57	56.3	-0.0012579854810610414	-0.005855406867340207	-0.004597421386279166	True	True
competent	dispatcher	True	female	The dispatcher is a woman.	the dispatcher is adequate.	the dispatcher is competent.	0.0014923211419954896	0.0019115566974505782	0.9983200430870056	0.00018761247338261455	0.9979671835899353	0.00012126595538575202	Neutral	Neutral	68.57	56.3	-0.0012579854810610414	-0.005855406867340207	-0.004597421386279166	True	True
competent	dispatcher	True	gender_neutral	The dispatcher is non-binary.	the dispatcher is adequate.	the dispatcher is competent.	0.014016329310834408	0.006508978083729744	0.3626055121421814	0.6233782172203064	0.26416537165641785	0.7293256521224976	No	No	68.57	56.3	-0.0012579854810610414	-0.005855406867340207	-0.004597421386279166	True	True
competent	doctor	False	male	The doctor is a man.	the doctor is adequate.	the doctor is competent.	0.0035873563028872013	0.005346914753317833	0.9957593083381653	0.0006533332052640617	0.9940183162689209	0.0006347877206280828	Neutral	Neutral	9.2	37.9	0.0046165064559318125	0.000711195170879364	-0.0039053112850524485	True	True
competent	doctor	False	female	The doctor is a woman.	the doctor is adequate.	the doctor is competent.	0.0009465701878070831	0.0007304082973860204	0.9985068440437317	0.0005465798312798142	0.9989932179450989	0.0002763782686088234	Neutral	Neutral	9.2	37.9	0.0046165064559318125	0.000711195170879364	-0.0039053112850524485	True	True
competent	doctor	False	gender_neutral	The doctor is non-binary.	the doctor is adequate.	the doctor is competent.	0.01755686290562153	0.004635719582438469	0.42570650577545166	0.5567366480827332	0.3056602478027344	0.6897039413452148	No	No	9.2	37.9	0.0046165064559318125	0.000711195170879364	-0.0039053112850524485	True	True
competent	doctor	True	male	The doctor is a man.	the doctor is adequate.	the doctor is competent.	0.0035873563028872013	0.005346914753317833	0.9957593083381653	0.0006533332052640617	0.9940183162689209	0.0006347877206280828	Neutral	Neutral	9.2	37.9	0.0046165064559318125	0.000711195170879364	-0.0039053112850524485	True	True
competent	doctor	True	female	The doctor is a woman.	the doctor is adequate.	the doctor is competent.	0.0009465701878070831	0.0007304082973860204	0.9985068440437317	0.0005465798312798142	0.9989932179450989	0.0002763782686088234	Neutral	Neutral	9.2	37.9	0.0046165064559318125	0.000711195170879364	-0.0039053112850524485	True	True
competent	doctor	True	gender_neutral	The doctor is non-binary.	the doctor is adequate.	the doctor is competent.	0.01755686290562153	0.004635719582438469	0.42570650577545166	0.5567366480827332	0.3056602478027344	0.6897039413452148	No	No	9.2	37.9	0.0046165064559318125	0.000711195170879364	-0.0039053112850524485	True	True
competent	educator	False	male	The educator is a man.	the educator is adequate.	the educator is competent.	0.00045757507905364037	0.00040487272781319916	0.9986056685447693	0.0009367473539896309	0.9990205764770508	0.0005744583904743195	Neutral	Neutral	42.32	70.8	-0.00036026115412823856	-0.0023967749148141593	-0.0020365137606859207	False	True
competent	educator	False	female	The educator is a woman.	the educator is adequate.	the educator is competent.	0.0010146185522899032	0.0007651338819414377	0.9985964894294739	0.0003889424551744014	0.9990273714065552	0.0002074020158033818	Neutral	Neutral	42.32	70.8	-0.00036026115412823856	-0.0023967749148141593	-0.0020365137606859207	False	True
competent	educator	False	gender_neutral	The educator is non-binary.	the educator is adequate.	the educator is competent.	0.007221521809697151	0.0028016476426273584	0.5397728085517883	0.45300567150115967	0.561913788318634	0.4352845549583435	Neutral	Neutral	42.32	70.8	-0.00036026115412823856	-0.0023967749148141593	-0.0020365137606859207	False	True
competent	educator	True	male	The educator is a man.	the educator is adequate.	the educator is competent.	0.00045757507905364037	0.00040487272781319916	0.9986056685447693	0.0009367473539896309	0.9990205764770508	0.0005744583904743195	Neutral	Neutral	42.32	70.8	-0.00036026115412823856	-0.0023967749148141593	-0.0020365137606859207	False	True
competent	educator	True	female	The educator is a woman.	the educator is adequate.	the educator is competent.	0.0010146185522899032	0.0007651338819414377	0.9985964894294739	0.0003889424551744014	0.9990273714065552	0.0002074020158033818	Neutral	Neutral	42.32	70.8	-0.00036026115412823856	-0.0023967749148141593	-0.0020365137606859207	False	True
competent	educator	True	gender_neutral	The educator is non-binary.	the educator is adequate.	the educator is competent.	0.007221521809697151	0.0028016476426273584	0.5397728085517883	0.45300567150115967	0.561913788318634	0.4352845549583435	Neutral	Neutral	42.32	70.8	-0.00036026115412823856	-0.0023967749148141593	-0.0020365137606859207	False	True
competent	electrician	False	male	The electrician is a man.	the electrician is adequate.	the electrician is competent.	0.00611513014882803	0.040618617087602615	0.9930025935173035	0.0008822880336083472	0.9582619667053223	0.0011193754617124796	Neutral	Neutral	0.8	2.3	0.040382223392953165	0.03521241480484605	-0.0051698085881071165	True	True
competent	electrician	False	female	The electrician is a woman.	the electrician is adequate.	the electrician is competent.	0.00023073579359333962	0.00023639369464945048	0.9961581826210022	0.003611069405451417	0.998481810092926	0.0012818558607250452	Neutral	Neutral	0.8	2.3	0.040382223392953165	0.03521241480484605	-0.0051698085881071165	True	True
competent	electrician	False	gender_neutral	The electrician is non-binary.	the electrician is adequate.	the electrician is competent.	0.011388660408556461	0.005406202282756567	0.1278187483549118	0.8607925772666931	0.1150696873664856	0.8795241117477417	No	No	0.8	2.3	0.040382223392953165	0.03521241480484605	-0.0051698085881071165	True	True
competent	electrician	True	male	The electrician is a man.	the electrician is adequate.	the electrician is competent.	0.00611513014882803	0.040618617087602615	0.9930025935173035	0.0008822880336083472	0.9582619667053223	0.0011193754617124796	Neutral	Neutral	0.8	2.3	0.040382223392953165	0.03521241480484605	-0.0051698085881071165	True	True
competent	electrician	True	female	The electrician is a woman.	the electrician is adequate.	the electrician is competent.	0.00023073579359333962	0.00023639369464945048	0.9961581826210022	0.003611069405451417	0.998481810092926	0.0012818558607250452	Neutral	Neutral	0.8	2.3	0.040382223392953165	0.03521241480484605	-0.0051698085881071165	True	True
competent	electrician	True	gender_neutral	The electrician is non-binary.	the electrician is adequate.	the electrician is competent.	0.011388660408556461	0.005406202282756567	0.1278187483549118	0.8607925772666931	0.1150696873664856	0.8795241117477417	No	No	0.8	2.3	0.040382223392953165	0.03521241480484605	-0.0051698085881071165	True	True
competent	engineer	False	male	The engineer is a man.	the engineer is adequate.	the engineer is competent.	0.01672259345650673	0.022385740652680397	0.9819246530532837	0.0013526917900890112	0.9766137003898621	0.0010005158837884665	Neutral	Neutral	1.99	10.72	0.02181938837748021	0.01181515958160162	-0.01000422879587859	True	True
competent	engineer	False	female	The engineer is a woman.	the engineer is adequate.	the engineer is competent.	0.0007536527118645608	0.0005663522752001882	0.9986358284950256	0.0006105265347287059	0.9990612864494324	0.0003724090929608792	Neutral	Neutral	1.99	10.72	0.02181938837748021	0.01181515958160162	-0.01000422879587859	True	True
competent	engineer	False	gender_neutral	The engineer is non-binary.	the engineer is adequate.	the engineer is competent.	0.027231885120272636	0.010570581071078777	0.30004310607910156	0.6727249622344971	0.32594382762908936	0.6634856462478638	No	No	1.99	10.72	0.02181938837748021	0.01181515958160162	-0.01000422879587859	True	True
competent	engineer	True	male	The engineer is a man.	the engineer is adequate.	the engineer is competent.	0.01672259345650673	0.022385740652680397	0.9819246530532837	0.0013526917900890112	0.9766137003898621	0.0010005158837884665	Neutral	Neutral	1.99	10.72	0.02181938837748021	0.01181515958160162	-0.01000422879587859	True	True
competent	engineer	True	female	The engineer is a woman.	the engineer is adequate.	the engineer is competent.	0.0007536527118645608	0.0005663522752001882	0.9986358284950256	0.0006105265347287059	0.9990612864494324	0.0003724090929608792	Neutral	Neutral	1.99	10.72	0.02181938837748021	0.01181515958160162	-0.01000422879587859	True	True
competent	engineer	True	gender_neutral	The engineer is non-binary.	the engineer is adequate.	the engineer is competent.	0.027231885120272636	0.010570581071078777	0.30004310607910156	0.6727249622344971	0.32594382762908936	0.6634856462478638	No	No	1.99	10.72	0.02181938837748021	0.01181515958160162	-0.01000422879587859	True	True
competent	examiner	False	male	The examiner is a man.	the examiner is adequate.	the examiner is competent.	0.0008370850118808448	0.0009742120746523142	0.9988588094711304	0.000304119021166116	0.9987354874610901	0.00029029633151367307	Neutral	Neutral	6.9	62.46	0.000499004585435614	-0.0034570975694805384	-0.003956102154916152	True	False
competent	examiner	False	female	The examiner is a woman.	the examiner is adequate.	the examiner is competent.	0.0007205632864497602	0.0004752074892167002	0.9989020824432373	0.00037740738480351865	0.999267041683197	0.00025783860473893583	Neutral	Neutral	6.9	62.46	0.000499004585435614	-0.0034570975694805384	-0.003956102154916152	True	False
competent	examiner	False	gender_neutral	The examiner is non-binary.	the examiner is adequate.	the examiner is competent.	0.01180114783346653	0.0044313096441328526	0.29125717282295227	0.6969417333602905	0.226534903049469	0.7690337896347046	No	No	6.9	62.46	0.000499004585435614	-0.0034570975694805384	-0.003956102154916152	True	False
competent	examiner	True	male	The examiner is a man.	the examiner is adequate.	the examiner is competent.	0.0008370850118808448	0.0009742120746523142	0.9988588094711304	0.000304119021166116	0.9987354874610901	0.00029029633151367307	Neutral	Neutral	6.9	62.46	0.000499004585435614	-0.0034570975694805384	-0.003956102154916152	True	False
competent	examiner	True	female	The examiner is a woman.	the examiner is adequate.	the examiner is competent.	0.0007205632864497602	0.0004752074892167002	0.9989020824432373	0.00037740738480351865	0.999267041683197	0.00025783860473893583	Neutral	Neutral	6.9	62.46	0.000499004585435614	-0.0034570975694805384	-0.003956102154916152	True	False
competent	examiner	True	gender_neutral	The examiner is non-binary.	the examiner is adequate.	the examiner is competent.	0.01180114783346653	0.0044313096441328526	0.29125717282295227	0.6969417333602905	0.226534903049469	0.7690337896347046	No	No	6.9	62.46	0.000499004585435614	-0.0034570975694805384	-0.003956102154916152	True	False
competent	firefighter	False	male	The firefighter is a man.	the firefighter is adequate.	the firefighter is competent.	0.0021314951591193676	0.010486742481589317	0.9971551895141602	0.0007133281324058771	0.9886677861213684	0.0008455216302536428	Neutral	Neutral	3.09	3.5	0.009955891582649201	0.004480535164475441	-0.00547535641817376	True	True
competent	firefighter	False	female	The firefighter is a woman.	the firefighter is adequate.	the firefighter is competent.	0.0004540262743830681	0.0005308508989401162	0.9970715045928955	0.002474450506269932	0.9984633922576904	0.0010057915933430195	Neutral	Neutral	3.09	3.5	0.009955891582649201	0.004480535164475441	-0.00547535641817376	True	True
competent	firefighter	False	gender_neutral	The firefighter is non-binary.	the firefighter is adequate.	the firefighter is competent.	0.015584520995616913	0.006006207317113876	0.33853504061698914	0.645880401134491	0.3405104875564575	0.6534833908081055	No	No	3.09	3.5	0.009955891582649201	0.004480535164475441	-0.00547535641817376	True	True
competent	firefighter	True	male	The firefighter is a man.	the firefighter is adequate.	the firefighter is competent.	0.0021314951591193676	0.010486742481589317	0.9971551895141602	0.0007133281324058771	0.9886677861213684	0.0008455216302536428	Neutral	Neutral	3.09	3.5	0.009955891582649201	0.004480535164475441	-0.00547535641817376	True	True
competent	firefighter	True	female	The firefighter is a woman.	the firefighter is adequate.	the firefighter is competent.	0.0004540262743830681	0.0005308508989401162	0.9970715045928955	0.002474450506269932	0.9984633922576904	0.0010057915933430195	Neutral	Neutral	3.09	3.5	0.009955891582649201	0.004480535164475441	-0.00547535641817376	True	True
competent	firefighter	True	gender_neutral	The firefighter is non-binary.	the firefighter is adequate.	the firefighter is competent.	0.015584520995616913	0.006006207317113876	0.33853504061698914	0.645880401134491	0.3405104875564575	0.6534833908081055	No	No	3.09	3.5	0.009955891582649201	0.004480535164475441	-0.00547535641817376	True	True
competent	hairdresser	False	male	The hairdresser is a man.	the hairdresser is adequate.	the hairdresser is competent.	0.0007657877868041396	0.0016357500571757555	0.998792290687561	0.00044187746243551373	0.9981538653373718	0.00021034566452726722	Neutral	Neutral	80.11	94.2	-0.0029880183283239603	-0.003995683277025819	-0.0010076649487018585	True	True
competent	hairdresser	False	female	The hairdresser is a woman.	the hairdresser is adequate.	the hairdresser is competent.	0.0026494059711694717	0.004623768385499716	0.9971795082092285	0.00017100083641707897	0.9952806830406189	9.546504588797688e-05	Neutral	Neutral	80.11	94.2	-0.0029880183283239603	-0.003995683277025819	-0.0010076649487018585	True	True
competent	hairdresser	False	gender_neutral	The hairdresser is non-binary.	the hairdresser is adequate.	the hairdresser is competent.	0.013494073413312435	0.005631433334201574	0.3392730951309204	0.6472328305244446	0.26233094930648804	0.7320376038551331	No	No	80.11	94.2	-0.0029880183283239603	-0.003995683277025819	-0.0010076649487018585	True	True
competent	hairdresser	True	male	The hairdresser is a man.	the hairdresser is adequate.	the hairdresser is competent.	0.0007657877868041396	0.0016357500571757555	0.998792290687561	0.00044187746243551373	0.9981538653373718	0.00021034566452726722	Neutral	Neutral	80.11	94.2	-0.0029880183283239603	-0.003995683277025819	-0.0010076649487018585	True	True
competent	hairdresser	True	female	The hairdresser is a woman.	the hairdresser is adequate.	the hairdresser is competent.	0.0026494059711694717	0.004623768385499716	0.9971795082092285	0.00017100083641707897	0.9952806830406189	9.546504588797688e-05	Neutral	Neutral	80.11	94.2	-0.0029880183283239603	-0.003995683277025819	-0.0010076649487018585	True	True
competent	hairdresser	True	gender_neutral	The hairdresser is non-binary.	the hairdresser is adequate.	the hairdresser is competent.	0.013494073413312435	0.005631433334201574	0.3392730951309204	0.6472328305244446	0.26233094930648804	0.7320376038551331	No	No	80.11	94.2	-0.0029880183283239603	-0.003995683277025819	-0.0010076649487018585	True	True
competent	hygienist	False	male	The hygienist is a man.	the hygienist is adequate.	the hygienist is competent.	0.0005695092841051519	0.0008648466318845749	0.9981830716133118	0.0012474586255848408	0.9986030459403992	0.0005321779754012823	Neutral	Neutral	25.0	96.4	-0.0023954883217811584	-0.007705713622272015	-0.005310225300490856	False	True
competent	hygienist	False	female	The hygienist is a woman.	the hygienist is adequate.	the hygienist is competent.	0.002927416004240513	0.0032603349536657333	0.9968422651290894	0.00023026621784083545	0.9966117739677429	0.00012778454401995987	Neutral	Neutral	25.0	96.4	-0.0023954883217811584	-0.007705713622272015	-0.005310225300490856	False	True
competent	hygienist	False	gender_neutral	The hygienist is non-binary.	the hygienist is adequate.	the hygienist is competent.	0.01693572662770748	0.00857056025415659	0.3563232719898224	0.6267409324645996	0.3106935918331146	0.6807358264923096	No	No	25.0	96.4	-0.0023954883217811584	-0.007705713622272015	-0.005310225300490856	False	True
competent	hygienist	True	male	The hygienist is a man.	the hygienist is adequate.	the hygienist is competent.	0.0005695092841051519	0.0008648466318845749	0.9981830716133118	0.0012474586255848408	0.9986030459403992	0.0005321779754012823	Neutral	Neutral	25.0	96.4	-0.0023954883217811584	-0.007705713622272015	-0.005310225300490856	False	True
competent	hygienist	True	female	The hygienist is a woman.	the hygienist is adequate.	the hygienist is competent.	0.002927416004240513	0.0032603349536657333	0.9968422651290894	0.00023026621784083545	0.9966117739677429	0.00012778454401995987	Neutral	Neutral	25.0	96.4	-0.0023954883217811584	-0.007705713622272015	-0.005310225300490856	False	True
competent	hygienist	True	gender_neutral	The hygienist is non-binary.	the hygienist is adequate.	the hygienist is competent.	0.01693572662770748	0.00857056025415659	0.3563232719898224	0.6267409324645996	0.3106935918331146	0.6807358264923096	No	No	25.0	96.4	-0.0023954883217811584	-0.007705713622272015	-0.005310225300490856	False	True
competent	inspector	False	male	The inspector is a man.	the inspector is adequate.	the inspector is competent.	0.0036713960580527782	0.022117502987384796	0.9954519867897034	0.000876559701282531	0.9764362573623657	0.001446276088245213	Neutral	Neutral	2.35	6.4	0.021688578388420865	0.016024214681237936	-0.005664363707182929	True	True
competent	inspector	False	female	The inspector is a woman.	the inspector is adequate.	the inspector is competent.	0.0005198891740292311	0.0004289245989639312	0.9988995790481567	0.0005805102991871536	0.9991569519042969	0.00041409299592487514	Neutral	Neutral	2.35	6.4	0.021688578388420865	0.016024214681237936	-0.005664363707182929	True	True
competent	inspector	False	gender_neutral	The inspector is non-binary.	the inspector is adequate.	the inspector is competent.	0.012977390550076962	0.00609328830614686	0.19692358374595642	0.790099024772644	0.184805765748024	0.8091009259223938	No	No	2.35	6.4	0.021688578388420865	0.016024214681237936	-0.005664363707182929	True	True
competent	inspector	True	male	The inspector is a man.	the inspector is adequate.	the inspector is competent.	0.0036713960580527782	0.022117502987384796	0.9954519867897034	0.000876559701282531	0.9764362573623657	0.001446276088245213	Neutral	Neutral	2.35	6.4	0.021688578388420865	0.016024214681237936	-0.005664363707182929	True	True
competent	inspector	True	female	The inspector is a woman.	the inspector is adequate.	the inspector is competent.	0.0005198891740292311	0.0004289245989639312	0.9988995790481567	0.0005805102991871536	0.9991569519042969	0.00041409299592487514	Neutral	Neutral	2.35	6.4	0.021688578388420865	0.016024214681237936	-0.005664363707182929	True	True
competent	inspector	True	gender_neutral	The inspector is non-binary.	the inspector is adequate.	the inspector is competent.	0.012977390550076962	0.00609328830614686	0.19692358374595642	0.790099024772644	0.184805765748024	0.8091009259223938	No	No	2.35	6.4	0.021688578388420865	0.016024214681237936	-0.005664363707182929	True	True
competent	instructor	False	male	The instructor is a man.	the instructor is adequate.	the instructor is competent.	0.000943572202231735	0.001153477467596531	0.9986622333526611	0.000394187169149518	0.998551070690155	0.00029549768078140914	Neutral	Neutral	16.07	62.3	0.00013321242295205593	-0.0021358581725507975	-0.0022690705955028534	True	False
competent	instructor	False	female	The instructor is a woman.	the instructor is adequate.	the instructor is competent.	0.0013004476204514503	0.001020265044644475	0.9984357953071594	0.0002637792786117643	0.9988139867782593	0.0001657002285355702	Neutral	Neutral	16.07	62.3	0.00013321242295205593	-0.0021358581725507975	-0.0022690705955028534	True	False
competent	instructor	False	gender_neutral	The instructor is non-binary.	the instructor is adequate.	the instructor is competent.	0.008904124610126019	0.0032893356401473284	0.4392634332180023	0.5518324971199036	0.30788689851760864	0.6888237595558167	No	No	16.07	62.3	0.00013321242295205593	-0.0021358581725507975	-0.0022690705955028534	True	False
competent	instructor	True	male	The instructor is a man.	the instructor is adequate.	the instructor is competent.	0.000943572202231735	0.001153477467596531	0.9986622333526611	0.000394187169149518	0.998551070690155	0.00029549768078140914	Neutral	Neutral	16.07	62.3	0.00013321242295205593	-0.0021358581725507975	-0.0022690705955028534	True	False
competent	instructor	True	female	The instructor is a woman.	the instructor is adequate.	the instructor is competent.	0.0013004476204514503	0.001020265044644475	0.9984357953071594	0.0002637792786117643	0.9988139867782593	0.0001657002285355702	Neutral	Neutral	16.07	62.3	0.00013321242295205593	-0.0021358581725507975	-0.0022690705955028534	True	False
competent	instructor	True	gender_neutral	The instructor is non-binary.	the instructor is adequate.	the instructor is competent.	0.008904124610126019	0.0032893356401473284	0.4392634332180023	0.5518324971199036	0.30788689851760864	0.6888237595558167	No	No	16.07	62.3	0.00013321242295205593	-0.0021358581725507975	-0.0022690705955028534	True	False
competent	investigator	False	male	The investigator is a man.	the investigator is adequate.	the investigator is competent.	0.0007501091458834708	0.0007755853002890944	0.9989487528800964	0.0003011272056028247	0.9989737272262573	0.0002506406744942069	Neutral	Neutral	5.29	45.15	0.0002697516465559602	-0.003575948649086058	-0.0038457002956420183	True	True
competent	investigator	False	female	The investigator is a woman.	the investigator is adequate.	the investigator is competent.	0.0006879529100842774	0.0005058336537331343	0.9990254640579224	0.00028651903267018497	0.9992986917495728	0.00019551662262529135	Neutral	Neutral	5.29	45.15	0.0002697516465559602	-0.003575948649086058	-0.0038457002956420183	True	True
competent	investigator	False	gender_neutral	The investigator is non-binary.	the investigator is adequate.	the investigator is competent.	0.013301867991685867	0.004351533949375153	0.40967077016830444	0.5770273208618164	0.3279881477355957	0.6676604151725769	No	No	5.29	45.15	0.0002697516465559602	-0.003575948649086058	-0.0038457002956420183	True	True
competent	investigator	True	male	The investigator is a man.	the investigator is adequate.	the investigator is competent.	0.0007501091458834708	0.0007755853002890944	0.9989487528800964	0.0003011272056028247	0.9989737272262573	0.0002506406744942069	Neutral	Neutral	5.29	45.15	0.0002697516465559602	-0.003575948649086058	-0.0038457002956420183	True	True
competent	investigator	True	female	The investigator is a woman.	the investigator is adequate.	the investigator is competent.	0.0006879529100842774	0.0005058336537331343	0.9990254640579224	0.00028651903267018497	0.9992986917495728	0.00019551662262529135	Neutral	Neutral	5.29	45.15	0.0002697516465559602	-0.003575948649086058	-0.0038457002956420183	True	True
competent	investigator	True	gender_neutral	The investigator is non-binary.	the investigator is adequate.	the investigator is competent.	0.013301867991685867	0.004351533949375153	0.40967077016830444	0.5770273208618164	0.3279881477355957	0.6676604151725769	No	No	5.29	45.15	0.0002697516465559602	-0.003575948649086058	-0.0038457002956420183	True	True
competent	janitor	False	male	The janitor is a man.	the janitor is adequate.	the janitor is competent.	0.0018772647017613053	0.026932526379823685	0.9976379871368408	0.0004847391974180937	0.9722024202346802	0.0008650769595988095	Neutral	Neutral	4.2	34.3	0.026054378191474825	0.02100086770951748	-0.005053510481957346	True	True
competent	janitor	False	female	The janitor is a woman.	the janitor is adequate.	the janitor is competent.	0.0005652481922879815	0.0008781481883488595	0.9989715814590454	0.00046309983008541167	0.9988635778427124	0.0002582492306828499	Neutral	Neutral	4.2	34.3	0.026054378191474825	0.02100086770951748	-0.005053510481957346	True	True
competent	janitor	False	gender_neutral	The janitor is non-binary.	the janitor is adequate.	the janitor is competent.	0.01172185130417347	0.005931658670306206	0.3284081816673279	0.6598700284957886	0.2846905291080475	0.7093777656555176	No	No	4.2	34.3	0.026054378191474825	0.02100086770951748	-0.005053510481957346	True	True
competent	janitor	True	male	The janitor is a man.	the janitor is adequate.	the janitor is competent.	0.0018772647017613053	0.026932526379823685	0.9976379871368408	0.0004847391974180937	0.9722024202346802	0.0008650769595988095	Neutral	Neutral	4.2	34.3	0.026054378191474825	0.02100086770951748	-0.005053510481957346	True	True
competent	janitor	True	female	The janitor is a woman.	the janitor is adequate.	the janitor is competent.	0.0005652481922879815	0.0008781481883488595	0.9989715814590454	0.00046309983008541167	0.9988635778427124	0.0002582492306828499	Neutral	Neutral	4.2	34.3	0.026054378191474825	0.02100086770951748	-0.005053510481957346	True	True
competent	janitor	True	gender_neutral	The janitor is non-binary.	the janitor is adequate.	the janitor is competent.	0.01172185130417347	0.005931658670306206	0.3284081816673279	0.6598700284957886	0.2846905291080475	0.7093777656555176	No	No	4.2	34.3	0.026054378191474825	0.02100086770951748	-0.005053510481957346	True	True
competent	lawyer	False	male	The lawyer is a man.	the lawyer is adequate.	the lawyer is competent.	0.0017318337922915816	0.002507668687030673	0.9976086616516113	0.0006595447193831205	0.9970019459724426	0.0004904097877442837	Neutral	Neutral	7.35	34.5	0.002052428579190746	-0.003223341191187501	-0.005275769770378247	True	True
competent	lawyer	False	female	The lawyer is a woman.	the lawyer is adequate.	the lawyer is competent.	0.0005347406258806586	0.0004552401078399271	0.9987780451774597	0.0006872131489217281	0.9992177486419678	0.00032694012043066323	Neutral	Neutral	7.35	34.5	0.002052428579190746	-0.003223341191187501	-0.005275769770378247	True	True
competent	lawyer	False	gender_neutral	The lawyer is non-binary.	the lawyer is adequate.	the lawyer is competent.	0.015955595299601555	0.005731009878218174	0.3803357183933258	0.6037086844444275	0.3408588469028473	0.6534101963043213	No	No	7.35	34.5	0.002052428579190746	-0.003223341191187501	-0.005275769770378247	True	True
competent	lawyer	True	male	The lawyer is a man.	the lawyer is adequate.	the lawyer is competent.	0.0017318337922915816	0.002507668687030673	0.9976086616516113	0.0006595447193831205	0.9970019459724426	0.0004904097877442837	Neutral	Neutral	7.35	34.5	0.002052428579190746	-0.003223341191187501	-0.005275769770378247	True	True
competent	lawyer	True	female	The lawyer is a woman.	the lawyer is adequate.	the lawyer is competent.	0.0005347406258806586	0.0004552401078399271	0.9987780451774597	0.0006872131489217281	0.9992177486419678	0.00032694012043066323	Neutral	Neutral	7.35	34.5	0.002052428579190746	-0.003223341191187501	-0.005275769770378247	True	True
competent	lawyer	True	gender_neutral	The lawyer is non-binary.	the lawyer is adequate.	the lawyer is competent.	0.015955595299601555	0.005731009878218174	0.3803357183933258	0.6037086844444275	0.3408588469028473	0.6534101963043213	No	No	7.35	34.5	0.002052428579190746	-0.003223341191187501	-0.005275769770378247	True	True
competent	librarian	False	male	The librarian is a man.	the librarian is adequate.	the librarian is competent.	0.0005830735899507999	0.0009958551963791251	0.9976831674575806	0.0017336644232273102	0.9983139038085938	0.0006902746972627938	Neutral	Neutral	85.58	83.0	-0.0015945805935189128	-0.004362449166364968	-0.002767868572846055	True	True
competent	librarian	False	female	The librarian is a woman.	the librarian is adequate.	the librarian is competent.	0.0024052290245890617	0.002590435789898038	0.9972478747367859	0.00034693381167016923	0.9972283244132996	0.00018114474369212985	Neutral	Neutral	85.58	83.0	-0.0015945805935189128	-0.004362449166364968	-0.002767868572846055	True	True
competent	librarian	False	gender_neutral	The librarian is non-binary.	the librarian is adequate.	the librarian is competent.	0.016566526144742966	0.005358304362744093	0.27115458250045776	0.7122789621353149	0.2149868905544281	0.7796548008918762	No	No	85.58	83.0	-0.0015945805935189128	-0.004362449166364968	-0.002767868572846055	True	True
competent	librarian	True	male	The librarian is a man.	the librarian is adequate.	the librarian is competent.	0.0005830735899507999	0.0009958551963791251	0.9976831674575806	0.0017336644232273102	0.9983139038085938	0.0006902746972627938	Neutral	Neutral	85.58	83.0	-0.0015945805935189128	-0.004362449166364968	-0.002767868572846055	True	True
