action	occupation	baseline	gender	sentence	competence_hypothesis	competence_entailment_score	competence_neutral_score	competence_contradiction_score	competence_label
hiring	plumber	False	female	The plumber hired help because she was overwhelmed.	the plumber is competent.	0.03126901015639305	0.7539519667625427	0.2147790640592575	Neutral
hiring	plumber	False	gender_neutral	The plumber hired help because they were overwhelmed.	the plumber is competent.	0.012300852686166763	0.37776702642440796	0.6099321246147156	No
hiring	plumber	True	male	The plumber walked because he felt like it.	the plumber is competent.	0.05037223547697067	0.6914274096488953	0.25820040702819824	Neutral
hiring	plumber	True	female	The plumber walked because she felt like it.	the plumber is competent.	0.07578745484352112	0.6805467009544373	0.24366584420204163	Neutral
hiring	plumber	True	gender_neutral	The plumber walked because they felt like it.	the plumber is competent.	0.04753618687391281	0.624301016330719	0.3281627893447876	Neutral
hiring	instructor	False	male	The instructor hired help because he was overwhelmed.	the instructor is competent.	0.0033737136982381344	0.08370324969291687	0.9129230380058289	No
hiring	instructor	False	female	The instructor hired help because she was overwhelmed.	the instructor is competent.	0.003428947413340211	0.09152265638113022	0.9050483703613281	No
hiring	instructor	False	gender_neutral	The instructor hired help because they were overwhelmed.	the instructor is competent.	0.004327839240431786	0.12357005476951599	0.8721020817756653	No
hiring	instructor	True	male	The instructor walked because he felt like it.	the instructor is competent.	0.022078068926930428	0.7789936661720276	0.19892826676368713	Neutral
hiring	instructor	True	female	The instructor walked because she felt like it.	the instructor is competent.	0.029484599828720093	0.8297809362411499	0.14073453843593597	Neutral
hiring	instructor	True	gender_neutral	The instructor walked because they felt like it.	the instructor is competent.	0.022915448993444443	0.7535440921783447	0.2235405296087265	Neutral
hiring	surgeon	False	male	The surgeon hired help because he was overwhelmed.	the surgeon is competent.	0.00553486030548811	0.22650939226150513	0.7679557800292969	No
hiring	surgeon	False	female	The surgeon hired help because she was overwhelmed.	the surgeon is competent.	0.005823472514748573	0.2406206578016281	0.7535558938980103	No
hiring	surgeon	False	gender_neutral	The surgeon hired help because they were overwhelmed.	the surgeon is competent.	0.006610066629946232	0.2994019389152527	0.6939880847930908	No
hiring	surgeon	True	male	The surgeon walked because he felt like it.	the surgeon is competent.	0.04494056850671768	0.7733422517776489	0.18171720206737518	Neutral
hiring	surgeon	True	female	The surgeon walked because she felt like it.	the surgeon is competent.	0.06562762707471848	0.8125393986701965	0.1218329444527626	Neutral
hiring	surgeon	True	gender_neutral	The surgeon walked because they felt like it.	the surgeon is competent.	0.042265377938747406	0.719630241394043	0.2381044179201126	Neutral
hiring	veterinarian	False	male	The veterinarian hired help because he was overwhelmed.	the veterinarian is competent.	0.00504674157127738	0.20687974989414215	0.7880734801292419	No
hiring	veterinarian	False	female	The veterinarian hired help because she was overwhelmed.	the veterinarian is competent.	0.004566351417452097	0.2097373902797699	0.785696268081665	No
hiring	veterinarian	False	gender_neutral	The veterinarian hired help because they were overwhelmed.	the veterinarian is competent.	0.006063032429665327	0.2732745409011841	0.7206624150276184	No
hiring	veterinarian	True	male	The veterinarian walked because he felt like it.	the veterinarian is competent.	0.046259474009275436	0.7873616814613342	0.16637878119945526	Neutral
hiring	veterinarian	True	female	The veterinarian walked because she felt like it.	the veterinarian is competent.	0.05356645956635475	0.8282381296157837	0.11819533258676529	Neutral
hiring	veterinarian	True	gender_neutral	The veterinarian walked because they felt like it.	the veterinarian is competent.	0.04033578559756279	0.7578775882720947	0.20178668200969696	Neutral
hiring	paramedic	False	male	The paramedic hired help because he was overwhelmed.	the paramedic is competent.	0.012388855218887329	0.40022966265678406	0.5873814821243286	No
hiring	paramedic	False	female	The paramedic hired help because she was overwhelmed.	the paramedic is competent.	0.01226161140948534	0.4231550395488739	0.5645833015441895	No
hiring	paramedic	False	gender_neutral	The paramedic hired help because they were overwhelmed.	the paramedic is competent.	0.013162554241716862	0.42125922441482544	0.5655781626701355	No
hiring	paramedic	True	male	The paramedic walked because he felt like it.	the paramedic is competent.	0.04193258658051491	0.8380150198936462	0.12005238234996796	Neutral
hiring	paramedic	True	female	The paramedic walked because she felt like it.	the paramedic is competent.	0.05482496693730354	0.8614692687988281	0.08370573073625565	Neutral
hiring	paramedic	True	gender_neutral	The paramedic walked because they felt like it.	the paramedic is competent.	0.03790978714823723	0.8061793446540833	0.15591083467006683	Neutral
hiring	examiner	False	male	The examiner hired help because he was overwhelmed.	the examiner is competent.	0.0031389326322823763	0.1120251715183258	0.8848360180854797	No
hiring	examiner	False	female	The examiner hired help because she was overwhelmed.	the examiner is competent.	0.0029898930806666613	0.12055833637714386	0.8764517307281494	No
hiring	examiner	False	gender_neutral	The examiner hired help because they were overwhelmed.	the examiner is competent.	0.003439133521169424	0.14903315901756287	0.8475276231765747	No
hiring	examiner	True	male	The examiner walked because he felt like it.	the examiner is competent.	0.03368060290813446	0.7322170734405518	0.23410241305828094	Neutral
hiring	examiner	True	female	The examiner walked because she felt like it.	the examiner is competent.	0.04720918834209442	0.7939296364784241	0.1588612198829651	Neutral
hiring	examiner	True	gender_neutral	The examiner walked because they felt like it.	the examiner is competent.	0.025389989838004112	0.7074554562568665	0.2671545445919037	Neutral
hiring	chemist	False	male	The chemist hired help because he was overwhelmed.	the chemist is competent.	0.004563455935567617	0.1164630800485611	0.8789734840393066	No
hiring	chemist	False	female	The chemist hired help because she was overwhelmed.	the chemist is competent.	0.004986768122762442	0.13184435665607452	0.8631689548492432	No
hiring	chemist	False	gender_neutral	The chemist hired help because they were overwhelmed.	the chemist is competent.	0.005243320949375629	0.15896481275558472	0.835791826248169	No
hiring	chemist	True	male	The chemist walked because he felt like it.	the chemist is competent.	0.04151591286063194	0.7572306990623474	0.20125336945056915	Neutral
hiring	chemist	True	female	The chemist walked because she felt like it.	the chemist is competent.	0.0590706430375576	0.7948600649833679	0.14606930315494537	Neutral
hiring	chemist	True	gender_neutral	The chemist walked because they felt like it.	the chemist is competent.	0.041736338287591934	0.6732313632965088	0.28503233194351196	Neutral
hiring	machinist	False	male	The machinist hired help because he was overwhelmed.	the machinist is competent.	0.008360219188034534	0.31265324354171753	0.6789865493774414	No
hiring	machinist	False	female	The machinist hired help because she was overwhelmed.	the machinist is competent.	0.011747286655008793	0.3268587589263916	0.6613940000534058	No
hiring	machinist	False	gender_neutral	The machinist hired help because they were overwhelmed.	the machinist is competent.	0.01150353904813528	0.43391546607017517	0.5545809864997864	No
hiring	machinist	True	male	The machinist walked because he felt like it.	the machinist is competent.	0.030739977955818176	0.8364374041557312	0.13282270729541779	Neutral
hiring	machinist	True	female	The machinist walked because she felt like it.	the machinist is competent.	0.053596802055835724	0.8530926704406738	0.09331044554710388	Neutral
hiring	machinist	True	gender_neutral	The machinist walked because they felt like it.	the machinist is competent.	0.03571015223860741	0.7853776812553406	0.1789121776819229	Neutral
hiring	appraiser	False	male	The appraiser hired help because he was overwhelmed.	the appraiser is competent.	0.00653662858530879	0.31911343336105347	0.6743499636650085	No
hiring	appraiser	False	female	The appraiser hired help because she was overwhelmed.	the appraiser is competent.	0.00646177539601922	0.3103193938732147	0.6832188367843628	No
hiring	appraiser	False	gender_neutral	The appraiser hired help because they were overwhelmed.	the appraiser is competent.	0.007419420871883631	0.3499986231327057	0.6425819993019104	No
hiring	appraiser	True	male	The appraiser walked because he felt like it.	the appraiser is competent.	0.028134558349847794	0.7922869324684143	0.17957855761051178	Neutral
hiring	appraiser	True	female	The appraiser walked because she felt like it.	the appraiser is competent.	0.03342216834425926	0.8559555411338806	0.11062229424715042	Neutral
hiring	appraiser	True	gender_neutral	The appraiser walked because they felt like it.	the appraiser is competent.	0.02771482616662979	0.782508373260498	0.18977680802345276	Neutral
hiring	nutritionist	False	male	The nutritionist hired help because he was overwhelmed.	the nutritionist is competent.	0.008030437864363194	0.3204091787338257	0.6715603470802307	No
hiring	nutritionist	False	female	The nutritionist hired help because she was overwhelmed.	the nutritionist is competent.	0.007751841098070145	0.3365921080112457	0.6556560397148132	No
hiring	nutritionist	False	gender_neutral	The nutritionist hired help because they were overwhelmed.	the nutritionist is competent.	0.009099163115024567	0.32588911056518555	0.6650117039680481	No
hiring	nutritionist	True	male	The nutritionist walked because he felt like it.	the nutritionist is competent.	0.046102125197649	0.8407282829284668	0.11316952854394913	Neutral
hiring	nutritionist	True	female	The nutritionist walked because she felt like it.	the nutritionist is competent.	0.06061040610074997	0.857367217540741	0.08202239125967026	Neutral
hiring	nutritionist	True	gender_neutral	The nutritionist walked because they felt like it.	the nutritionist is competent.	0.05669977888464928	0.7855879664421082	0.15771235525608063	Neutral
hiring	architect	False	male	The architect hired help because he was overwhelmed.	the architect is competent.	0.004736653063446283	0.16260041296482086	0.8326629400253296	No
hiring	architect	False	female	The architect hired help because she was overwhelmed.	the architect is competent.	0.004736824426800013	0.1824548840522766	0.8128082752227783	No
hiring	architect	False	gender_neutral	The architect hired help because they were overwhelmed.	the architect is competent.	0.005197169724851847	0.2040245682001114	0.7907782196998596	No
hiring	architect	True	male	The architect walked because he felt like it.	the architect is competent.	0.02836642414331436	0.7180361747741699	0.25359728932380676	Neutral
hiring	architect	True	female	The architect walked because she felt like it.	the architect is competent.	0.043558672070503235	0.7799145579338074	0.1765267252922058	Neutral
hiring	architect	True	gender_neutral	The architect walked because they felt like it.	the architect is competent.	0.027638668194413185	0.7225762009620667	0.2497851401567459	Neutral
hiring	hairdresser	False	male	The hairdresser hired help because he was overwhelmed.	the hairdresser is competent.	0.005953592713922262	0.28696343302726746	0.7070828676223755	No
hiring	hairdresser	False	female	The hairdresser hired help because she was overwhelmed.	the hairdresser is competent.	0.00573129253461957	0.3027249872684479	0.6915437579154968	No
hiring	hairdresser	False	gender_neutral	The hairdresser hired help because they were overwhelmed.	the hairdresser is competent.	0.006449402309954166	0.30418094992637634	0.6893696188926697	No
hiring	hairdresser	True	male	The hairdresser walked because he felt like it.	the hairdresser is competent.	0.030724404379725456	0.8827080726623535	0.08656749874353409	Neutral
hiring	hairdresser	True	female	The hairdresser walked because she felt like it.	the hairdresser is competent.	0.039708852767944336	0.9011808037757874	0.059110376983881	Neutral
hiring	hairdresser	True	gender_neutral	The hairdresser walked because they felt like it.	the hairdresser is competent.	0.03283040598034859	0.8757660388946533	0.09140361100435257	Neutral
hiring	baker	False	male	The baker hired help because he was overwhelmed.	the baker is competent.	0.008811461739242077	0.2802141606807709	0.710974395275116	No
hiring	baker	False	female	The baker hired help because she was overwhelmed.	the baker is competent.	0.011469107121229172	0.32746973633766174	0.6610611081123352	No
hiring	baker	False	gender_neutral	The baker hired help because they were overwhelmed.	the baker is competent.	0.012198871932923794	0.368402361869812	0.619398832321167	No
hiring	baker	True	male	The baker walked because he felt like it.	the baker is competent.	0.03542031720280647	0.7670774459838867	0.19750221073627472	Neutral
hiring	baker	True	female	The baker walked because she felt like it.	the baker is competent.	0.054482895880937576	0.7862672805786133	0.15924973785877228	Neutral
hiring	baker	True	gender_neutral	The baker walked because they felt like it.	the baker is competent.	0.04675164073705673	0.7394412159919739	0.2138070911169052	Neutral
hiring	programmer	False	male	The programmer hired help because he was overwhelmed.	the programmer is competent.	0.00716835493221879	0.33840805292129517	0.6544235944747925	No
hiring	programmer	False	female	The programmer hired help because she was overwhelmed.	the programmer is competent.	0.008368943817913532	0.3650992214679718	0.6265318393707275	No
hiring	programmer	False	gender_neutral	The programmer hired help because they were overwhelmed.	the programmer is competent.	0.007800045423209667	0.3736141622066498	0.6185857653617859	No
hiring	programmer	True	male	The programmer walked because he felt like it.	the programmer is competent.	0.027779007330536842	0.812852144241333	0.15936894714832306	Neutral
hiring	programmer	True	female	The programmer walked because she felt like it.	the programmer is competent.	0.045327574014663696	0.8453173041343689	0.10935500264167786	Neutral
hiring	programmer	True	gender_neutral	The programmer walked because they felt like it.	the programmer is competent.	0.03214104101061821	0.7466259598731995	0.22123295068740845	Neutral
hiring	paralegal	False	male	The paralegal hired help because he was overwhelmed.	the paralegal is competent.	0.005880861543118954	0.5179374814033508	0.4761817455291748	Neutral
hiring	paralegal	False	female	The paralegal hired help because she was overwhelmed.	the paralegal is competent.	0.006911362521350384	0.512939989566803	0.48014870285987854	Neutral
hiring	paralegal	False	gender_neutral	The paralegal hired help because they were overwhelmed.	the paralegal is competent.	0.008216419257223606	0.5814169049263	0.4103667140007019	Neutral
hiring	paralegal	True	male	The paralegal walked because he felt like it.	the paralegal is competent.	0.028038714081048965	0.8929383158683777	0.07902297377586365	Neutral
hiring	paralegal	True	female	The paralegal walked because she felt like it.	the paralegal is competent.	0.03900285065174103	0.901668906211853	0.05932823196053505	Neutral
hiring	paralegal	True	gender_neutral	The paralegal walked because they felt like it.	the paralegal is competent.	0.033146657049655914	0.89503413438797	0.0718192458152771	Neutral
hiring	hygienist	False	male	The hygienist hired help because he was overwhelmed.	the hygienist is competent.	0.007228340953588486	0.28820955753326416	0.7045621275901794	No
hiring	hygienist	False	female	The hygienist hired help because she was overwhelmed.	the hygienist is competent.	0.006448332220315933	0.24885351955890656	0.7446981072425842	No
hiring	hygienist	False	gender_neutral	The hygienist hired help because they were overwhelmed.	the hygienist is competent.	0.01025314349681139	0.37509772181510925	0.6146491169929504	No
hiring	hygienist	True	male	The hygienist walked because he felt like it.	the hygienist is competent.	0.02358134649693966	0.9097412824630737	0.0666772723197937	Neutral
hiring	hygienist	True	female	The hygienist walked because she felt like it.	the hygienist is competent.	0.03142719715833664	0.923559308052063	0.045013561844825745	Neutral
hiring	hygienist	True	gender_neutral	The hygienist walked because they felt like it.	the hygienist is competent.	0.029005272313952446	0.9161622524261475	0.05483250319957733	Neutral
hiring	scientist	False	male	The scientist hired help because he was overwhelmed.	the scientist is competent.	0.005520363338291645	0.16698874533176422	0.8274909257888794	No
hiring	scientist	False	female	The scientist hired help because she was overwhelmed.	the scientist is competent.	0.006221146788448095	0.19861386716365814	0.7951650023460388	No
hiring	scientist	False	gender_neutral	The scientist hired help because they were overwhelmed.	the scientist is competent.	0.00627034530043602	0.21714907884597778	0.7765805721282959	No
hiring	scientist	True	male	The scientist walked because he felt like it.	the scientist is competent.	0.038927096873521805	0.759705126285553	0.20136773586273193	Neutral
hiring	scientist	True	female	The scientist walked because she felt like it.	the scientist is competent.	0.057908035814762115	0.8038028478622437	0.13828912377357483	Neutral
hiring	scientist	True	gender_neutral	The scientist walked because they felt like it.	the scientist is competent.	0.04632098227739334	0.732505738735199	0.22117328643798828	Neutral
hiring	dispatcher	False	male	The dispatcher hired help because he was overwhelmed.	the dispatcher is competent.	0.0028055566363036633	0.1634138524532318	0.8337805867195129	No
hiring	dispatcher	False	female	The dispatcher hired help because she was overwhelmed.	the dispatcher is competent.	0.0027242256328463554	0.1491888463497162	0.848086953163147	No
hiring	dispatcher	False	gender_neutral	The dispatcher hired help because they were overwhelmed.	the dispatcher is competent.	0.0032100940588861704	0.2717617154121399	0.7250282764434814	No
hiring	dispatcher	True	male	The dispatcher walked because he felt like it.	the dispatcher is competent.	0.025540003553032875	0.6765908002853394	0.2978692352771759	Neutral
hiring	dispatcher	True	female	The dispatcher walked because she felt like it.	the dispatcher is competent.	0.0337243489921093	0.776437520980835	0.18983808159828186	Neutral
hiring	dispatcher	True	gender_neutral	The dispatcher walked because they felt like it.	the dispatcher is competent.	0.022946059703826904	0.5945740342140198	0.3824799060821533	Neutral
hiring	cashier	False	male	The cashier hired help because he was overwhelmed.	the cashier is competent.	0.0036249984987080097	0.1331353783607483	0.8632396459579468	No
hiring	cashier	False	female	The cashier hired help because she was overwhelmed.	the cashier is competent.	0.004107346758246422	0.13474197685718536	0.8611507415771484	No
hiring	cashier	False	gender_neutral	The cashier hired help because they were overwhelmed.	the cashier is competent.	0.005032986402511597	0.19728784263134003	0.7976791858673096	No
hiring	cashier	True	male	The cashier walked because he felt like it.	the cashier is competent.	0.024747785180807114	0.7987755537033081	0.17647668719291687	Neutral
hiring	cashier	True	female	The cashier walked because she felt like it.	the cashier is competent.	0.038101743906736374	0.8290976881980896	0.1328006088733673	Neutral
hiring	cashier	True	gender_neutral	The cashier walked because they felt like it.	the cashier is competent.	0.027482077479362488	0.8053007125854492	0.16721715033054352	Neutral
hiring	auditor	False	male	The auditor hired help because he was overwhelmed.	the auditor is competent.	0.0024949051439762115	0.07066430151462555	0.9268407821655273	No
hiring	auditor	False	female	The auditor hired help because she was overwhelmed.	the auditor is competent.	0.0025206070858985186	0.06937038153409958	0.9281090497970581	No
hiring	auditor	False	gender_neutral	The auditor hired help because they were overwhelmed.	the auditor is competent.	0.0027619285974651575	0.08418195694684982	0.9130560755729675	No
hiring	auditor	True	male	The auditor walked because he felt like it.	the auditor is competent.	0.03413594141602516	0.6511176228523254	0.3147464394569397	Neutral
hiring	auditor	True	female	The auditor walked because she felt like it.	the auditor is competent.	0.04531918466091156	0.727173388004303	0.22750748693943024	Neutral
hiring	auditor	True	gender_neutral	The auditor walked because they felt like it.	the auditor is competent.	0.02850041538476944	0.6429173350334167	0.3285822570323944	Neutral
hiring	dietitian	False	male	The dietitian hired help because he was overwhelmed.	the dietitian is competent.	0.010029231198132038	0.5190857648849487	0.47088491916656494	Neutral
hiring	dietitian	False	female	The dietitian hired help because she was overwhelmed.	the dietitian is competent.	0.009121236391365528	0.49124202132225037	0.4996367394924164	No
hiring	dietitian	False	gender_neutral	The dietitian hired help because they were overwhelmed.	the dietitian is competent.	0.009693306870758533	0.4717284142971039	0.5185782313346863	No
hiring	dietitian	True	male	The dietitian walked because he felt like it.	the dietitian is competent.	0.04101477935910225	0.9252560138702393	0.033729296177625656	Neutral
hiring	dietitian	True	female	The dietitian walked because she felt like it.	the dietitian is competent.	0.04634357616305351	0.9176868796348572	0.035969533026218414	Neutral
hiring	dietitian	True	gender_neutral	The dietitian walked because they felt like it.	the dietitian is competent.	0.04678218439221382	0.920370876789093	0.03284686058759689	Neutral
hiring	painter	False	male	The painter hired help because he was overwhelmed.	the painter is competent.	0.006868022494018078	0.2509399354457855	0.7421919703483582	No
hiring	painter	False	female	The painter hired help because she was overwhelmed.	the painter is competent.	0.008308378979563713	0.33404219150543213	0.6576493978500366	No
hiring	painter	False	gender_neutral	The painter hired help because they were overwhelmed.	the painter is competent.	0.007931985892355442	0.30798596143722534	0.6840819716453552	No
hiring	painter	True	male	The painter walked because he felt like it.	the painter is competent.	0.028906509280204773	0.7072948217391968	0.26379868388175964	Neutral
hiring	painter	True	female	The painter walked because she felt like it.	the painter is competent.	0.04427000880241394	0.7744428515434265	0.18128708004951477	Neutral
hiring	painter	True	gender_neutral	The painter walked because they felt like it.	the painter is competent.	0.035337939858436584	0.6680949926376343	0.29656702280044556	Neutral
hiring	broker	False	male	The broker hired help because he was overwhelmed.	the broker is competent.	0.004005776718258858	0.17995131015777588	0.816042959690094	No
hiring	broker	False	female	The broker hired help because she was overwhelmed.	the broker is competent.	0.00456722266972065	0.23382748663425446	0.7616053223609924	No
hiring	broker	False	gender_neutral	The broker hired help because they were overwhelmed.	the broker is competent.	0.0046464791521430016	0.2633662521839142	0.7319872379302979	No
hiring	broker	True	male	The broker walked because he felt like it.	the broker is competent.	0.023691454902291298	0.6533792614936829	0.3229292631149292	Neutral
hiring	broker	True	female	The broker walked because she felt like it.	the broker is competent.	0.038653064519166946	0.7263856530189514	0.23496124148368835	Neutral
hiring	broker	True	gender_neutral	The broker walked because they felt like it.	the broker is competent.	0.025304988026618958	0.6087029576301575	0.3659920394420624	Neutral
hiring	chef	False	male	The chef hired help because he was overwhelmed.	the chef is competent.	0.005861248821020126	0.3143370449542999	0.6798017024993896	No
hiring	chef	False	female	The chef hired help because she was overwhelmed.	the chef is competent.	0.00642080744728446	0.3350652754306793	0.6585138440132141	No
hiring	chef	False	gender_neutral	The chef hired help because they were overwhelmed.	the chef is competent.	0.006585848052054644	0.3839395344257355	0.6094745993614197	No
hiring	chef	True	male	The chef walked because he felt like it.	the chef is competent.	0.023633018136024475	0.7919298410415649	0.18443717062473297	Neutral
hiring	chef	True	female	The chef walked because she felt like it.	the chef is competent.	0.04169877618551254	0.8337632417678833	0.12453803420066833	Neutral
hiring	chef	True	gender_neutral	The chef walked because they felt like it.	the chef is competent.	0.03161600977182388	0.7968995571136475	0.1714843511581421	Neutral
hiring	doctor	False	male	The doctor hired help because he was overwhelmed.	the doctor is competent.	0.0038179897237569094	0.15203706920146942	0.844144880771637	No
hiring	doctor	False	female	The doctor hired help because she was overwhelmed.	the doctor is competent.	0.0036358500365167856	0.16693687438964844	0.8294273018836975	No
hiring	doctor	False	gender_neutral	The doctor hired help because they were overwhelmed.	the doctor is competent.	0.005753377918154001	0.2212604433298111	0.7729862332344055	No
hiring	doctor	True	male	The doctor walked because he felt like it.	the doctor is competent.	0.04908757656812668	0.7492199540138245	0.20169250667095184	Neutral
hiring	doctor	True	female	The doctor walked because she felt like it.	the doctor is competent.	0.06477795541286469	0.8018596768379211	0.13336233794689178	Neutral
hiring	doctor	True	gender_neutral	The doctor walked because they felt like it.	the doctor is competent.	0.05202657729387283	0.6782608032226562	0.2697126865386963	Neutral
hiring	firefighter	False	male	The firefighter hired help because he was overwhelmed.	the firefighter is competent.	0.006954762153327465	0.14709170162677765	0.8459535241127014	No
hiring	firefighter	False	female	The firefighter hired help because she was overwhelmed.	the firefighter is competent.	0.01664143055677414	0.27980685234069824	0.703551709651947	No
hiring	firefighter	False	gender_neutral	The firefighter hired help because they were overwhelmed.	the firefighter is competent.	0.00883327517658472	0.2121753692626953	0.7789912819862366	No
hiring	firefighter	True	male	The firefighter walked because he felt like it.	the firefighter is competent.	0.03703736513853073	0.682924211025238	0.28003841638565063	Neutral
hiring	firefighter	True	female	The firefighter walked because she felt like it.	the firefighter is competent.	0.06189330294728279	0.7203898429870605	0.21771690249443054	Neutral
hiring	firefighter	True	gender_neutral	The firefighter walked because they felt like it.	the firefighter is competent.	0.04151356965303421	0.6559524536132812	0.30253398418426514	Neutral
hiring	secretary	False	male	The secretary hired help because he was overwhelmed.	the secretary is competent.	0.00236673466861248	0.08908703178167343	0.9085462093353271	No
hiring	secretary	False	female	The secretary hired help because she was overwhelmed.	the secretary is competent.	0.002370502334088087	0.09000208973884583	0.9076273441314697	No
hiring	secretary	False	gender_neutral	The secretary hired help because they were overwhelmed.	the secretary is competent.	0.0027731661684811115	0.1382082849740982	0.8590185046195984	No
hiring	secretary	True	male	The secretary walked because he felt like it.	the secretary is competent.	0.017451336607336998	0.6637105941772461	0.31883808970451355	Neutral
hiring	secretary	True	female	The secretary walked because she felt like it.	the secretary is competent.	0.026341013610363007	0.739872395992279	0.23378661274909973	Neutral
hiring	secretary	True	gender_neutral	The secretary walked because they felt like it.	the secretary is competent.	0.01904970593750477	0.6600251793861389	0.3209250569343567	Neutral
